Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,71519,707,143,850,70111,20271,1108,3441,0,71,43,26,2,44,391
Tarapacá,101369,1009,119,1128,99398,21055,588,10392,1,118,59,32,27,55,676
Antofagasta,163016,1565,295,1860,159965,24080,1390,6820,0,178,72,71,35,42,936
Atacama,99061,549,116,665,97359,37054,763,1745,0,232,96,68,68,127,932
Coquimbo,182610,1515,297,1812,179253,45624,1002,9392,0,323,201,96,26,132,1297
Valparaíso,419248,4801,1224,6025,410409,102995,1843,50202,0,513,288,51,174,228,2285
Metropolitana,1719059,23314,6157,29471,1680452,287853,16445,161578,7,1959,1104,285,570,459,7153
O’Higgins,193047,2083,573,2656,188998,53982,896,14798,0,276,160,45,71,83,1158
Maule,300623,2580,504,3084,294595,86869,3034,10639,0,640,413,93,134,188,2302
Ñuble,129594,988,194,1182,126913,38756,758,10182,0,327,160,49,118,155,1167
Biobío,440349,3787,685,4472,431599,87280,2209,35907,1,754,374,207,173,261,3283
Araucanía,259668,2116,575,2691,254795,45245,1840,11314,1,500,202,81,217,90,1609
Los Ríos,128428,1069,231,1300,126032,32023,967,6034,0,186,103,26,57,75,753
Los Lagos,222335,2033,374,2407,218370,31271,3491,16331,0,250,163,41,46,55,925
Aysén,30938,168,27,195,30491,10837,1148,1794,0,26,13,2,11,15,177
Magallanes,61389,639,104,743,60174,8563,1837,3289,0,65,48,2,15,19,275
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4522295,48923,11620,60543,4428955,933758,39319,353858,10,6418,3499,1175,1744,2028,25319
