Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,54796,667,140,807,53719,11283,483,3442,0,36,23,11,2,16,240
Tarapacá,78911,965,118,1083,77637,9501,316,10393,0,43,23,14,6,8,179
Antofagasta,120868,1458,282,1740,118512,9686,566,6822,0,167,77,66,24,41,609
Atacama,64610,458,113,571,63573,15419,249,1745,1,91,48,20,23,49,497
Coquimbo,123258,1350,286,1636,120517,18609,419,9383,0,319,193,80,46,114,1141
Valparaíso,297579,4277,1198,5475,290178,56457,903,50200,3,645,356,127,162,219,2377
Metropolitana,1324961,21889,6037,27926,1290113,185774,8900,161597,51,2120,1269,255,596,501,8758
O’Higgins,146462,1908,559,2467,143014,30602,473,14804,0,277,180,52,45,112,1175
Maule,233951,2309,496,2805,229314,59167,708,10643,2,547,388,95,64,181,1870
Ñuble,97723,878,189,1067,95730,23174,369,10178,2,203,142,30,31,72,918
Biobío,345203,3493,673,4166,337754,54773,1185,35958,4,771,397,167,207,256,3213
Araucanía,211969,1942,570,2512,208266,33858,951,11319,1,357,237,42,78,80,1262
Los Ríos,104483,960,225,1185,102749,20456,490,6037,1,141,68,18,55,60,531
Los Lagos,191188,1903,364,2267,188010,23426,805,16331,2,223,95,64,64,48,820
Aysén,24490,150,26,176,24113,7202,657,1794,0,34,12,22,0,11,182
Magallanes,50441,592,103,695,49402,4903,919,3296,0,100,56,2,42,26,288
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3470936,45199,11381,56580,3392643,564290,18393,353942,67,6074,3564,1065,1445,1794,24060
