Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73956,724,144,868,72674,21565,1187,3441,0,31,14,16,1,25,164
Tarapacá,104799,1030,119,1149,103238,22872,658,10390,0,45,23,2,20,25,166
Antofagasta,170514,1606,298,1904,167787,26722,1658,6821,1,93,58,10,25,44,423
Atacama,105516,569,117,686,104203,41733,968,1743,0,76,26,12,38,56,430
Coquimbo,193971,1568,298,1866,191055,51442,1294,9390,0,185,117,42,26,101,600
Valparaíso,453209,4972,1230,6202,444060,120191,2230,50202,0,514,332,30,152,279,1828
Metropolitana,1840598,23860,6179,30039,1800840,334198,20326,161590,3,1552,710,146,696,653,5643
O’Higgins,206332,2150,576,2726,202448,60197,1034,14803,0,140,90,12,38,69,689
Maule,326227,2693,507,3200,320909,97751,3977,10643,0,243,153,25,65,132,1100
Ñuble,144764,1034,195,1229,142268,46278,1052,10183,0,229,105,7,117,85,734
Biobío,478283,3934,688,4622,470807,103650,2734,35894,0,317,172,30,115,153,1322
Araucanía,278417,2198,580,2778,274034,50164,3812,11319,0,201,41,21,139,21,686
Los Ríos,137456,1109,232,1341,135116,37577,1225,6035,0,103,61,19,23,63,439
Los Lagos,231092,2088,375,2463,227331,33974,3830,16329,0,115,22,17,76,20,401
Aysén,33346,178,27,205,32885,12253,1546,1794,0,35,20,6,9,21,142
Magallanes,64110,647,105,752,62948,9804,2074,3290,0,31,15,0,16,11,128
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4842632,50360,11672,62032,4752644,1070371,49605,353867,4,3910,1959,395,1556,1758,14895
