Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72393,718,144,862,71188,20749,1140,3441,0,29,16,11,2,14,143
Tarapacá,102717,1021,119,1140,101245,21690,603,10391,0,34,15,13,6,17,136
Antofagasta,165457,1587,297,1884,162878,24836,1488,6822,0,98,39,39,20,29,378
Atacama,101369,562,117,679,100285,38624,808,1745,0,50,26,12,12,32,259
Coquimbo,186877,1536,298,1834,184152,47599,1064,9391,0,134,87,36,11,66,553
Valparaíso,429618,4870,1225,6095,421246,107897,1928,50202,1,492,305,59,128,213,1528
Metropolitana,1751251,23497,6166,29663,1713831,297829,17485,161580,2,1436,819,159,458,435,4951
O’Higgins,197608,2111,573,2684,193794,55803,948,14799,1,198,112,25,61,65,797
Maule,309793,2625,504,3129,304588,90283,3557,10642,0,409,274,50,85,108,1300
Ñuble,134111,1005,194,1199,131823,40900,819,10182,1,163,106,5,52,77,688
Biobío,453041,3862,685,4547,445260,92254,2379,35901,0,499,285,104,110,183,2053
Araucanía,265529,2151,576,2727,261427,46629,1992,11310,0,207,119,20,68,50,670
Los Ríos,131186,1085,231,1316,129085,33483,1030,6035,1,98,48,12,38,46,365
Los Lagos,225624,2058,374,2432,222076,32143,3619,16331,0,88,59,13,16,37,375
Aysén,31621,173,27,200,31255,11232,1324,1794,0,16,3,4,9,11,74
Magallanes,62140,643,105,748,61044,8905,1894,3290,0,33,22,3,8,18,124
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4620377,49504,11637,61141,4535218,970856,42078,353856,6,3984,2335,565,1084,1401,14394
