Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79832,753,147,900,78469,25290,1384,3439,0,19,15,3,1,12,62
Tarapacá,113710,1054,119,1173,112097,29309,879,10389,0,27,23,0,4,20,70
Antofagasta,184602,1661,301,1962,181664,33173,2342,6818,0,140,111,10,19,79,324
Atacama,117621,599,121,720,116228,51428,1657,1741,0,125,51,36,38,101,326
Coquimbo,211960,1650,302,1952,208938,63725,2102,9402,0,129,117,4,8,101,297
Valparaíso,496226,5232,1236,6468,486362,149033,3424,50211,0,543,368,41,134,401,1340
Metropolitana,1978121,24689,6213,30902,1935284,406101,28881,161602,2,1953,1306,88,559,1173,4399
O’Higgins,223451,2245,577,2822,219125,71371,1544,14804,1,264,196,16,52,187,639
Maule,348436,2848,511,3359,342691,110643,4623,10639,0,304,213,16,75,167,708
Ñuble,159337,1134,202,1336,156693,55707,1883,10181,0,193,145,2,46,156,457
Biobío,513167,4133,696,4829,504793,124438,4402,35896,0,467,309,10,148,299,1115
Araucanía,294723,2347,583,2930,289798,58032,4479,11318,0,188,132,14,42,127,485
Los Ríos,149038,1179,235,1414,146368,46684,1803,6034,0,135,84,11,40,119,374
Los Lagos,244015,2207,380,2587,239686,39469,4383,16328,0,177,80,21,76,69,400
Aysén,36698,195,28,223,36167,14493,2438,1794,0,46,23,18,5,32,140
Magallanes,67954,668,106,774,66642,11910,2894,3289,0,42,23,6,13,20,117
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5218933,52594,11759,64353,5121046,1290806,69118,353885,3,4752,3196,296,1260,3063,11253
