Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72819,720,144,864,71617,20988,1163,3441,0,27,20,7,0,15,123
Tarapacá,103250,1027,119,1146,101694,21970,617,10391,0,42,21,8,13,20,189
Antofagasta,166713,1596,298,1894,164029,25294,1527,6823,1,61,38,5,18,26,445
Atacama,102420,565,117,682,101188,39381,852,1744,0,52,20,23,9,39,390
Coquimbo,188701,1548,298,1846,185943,48516,1091,9390,0,99,69,20,10,56,535
Valparaíso,435088,4900,1226,6126,426360,110613,2006,50208,2,357,217,26,114,174,1713
Metropolitana,1774808,23613,6170,29783,1733964,306290,18278,161580,3,1687,980,150,557,654,7761
O’Higgins,200114,2124,575,2699,196224,56921,973,14801,2,148,98,27,23,84,801
Maule,314734,2645,504,3149,309077,92276,3754,10643,0,389,215,40,134,167,1649
Ñuble,136860,1010,194,1204,134361,42286,865,10183,1,226,141,3,82,99,842
Biobío,460460,3888,686,4574,451867,95515,2498,35898,0,615,342,115,158,237,2712
Araucanía,268497,2164,577,2741,264107,47453,2099,11313,5,203,123,20,60,58,873
Los Ríos,132634,1094,231,1325,130338,34355,1070,6034,0,99,52,14,33,54,492
Los Lagos,226995,2074,374,2448,223271,32639,3689,16330,0,81,49,9,23,29,481
Aysén,31899,174,27,201,31484,11407,1344,1794,0,30,13,6,11,13,109
Magallanes,62610,644,105,749,61428,9124,1931,3291,0,39,27,3,9,14,189
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4678644,49786,11647,61433,4586993,995028,43757,353864,14,4155,2425,476,1254,1739,19304
