Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79478,751,147,898,78157,25052,1362,3439,0,20,10,5,5,16,59
Tarapacá,113159,1053,119,1172,111591,28908,841,10389,0,19,15,1,3,14,51
Antofagasta,182490,1656,301,1957,179787,31941,2190,6818,0,40,26,1,13,26,136
Atacama,116069,595,121,716,114917,50120,1482,1741,0,37,21,9,7,30,124
Coquimbo,209731,1640,302,1942,206937,61861,1948,9402,0,61,50,3,8,48,144
Valparaíso,488271,5212,1234,6446,479521,142875,3120,50212,1,151,115,6,30,119,439
Metropolitana,1949450,24596,6208,30804,1909971,388225,26603,161603,0,649,456,35,158,405,1830
O’Higgins,219668,2242,577,2819,215834,68483,1398,14800,0,70,55,5,10,50,224
Maule,344445,2826,509,3335,339313,107962,4480,10643,0,88,58,4,26,51,240
Ñuble,156922,1119,201,1320,154669,53623,1641,10182,0,49,37,0,12,43,150
Biobío,506572,4112,695,4807,499014,119911,3985,35895,0,181,140,5,36,139,512
Araucanía,291790,2324,583,2907,287293,56045,4263,11319,0,92,50,8,34,52,212
Los Ríos,146785,1168,235,1403,144409,44690,1705,6034,0,50,34,1,15,46,163
Los Lagos,241171,2185,379,2564,237181,37938,4246,16328,0,62,39,6,17,33,177
Aysén,35960,193,27,220,35557,13949,2191,1794,0,7,5,2,0,6,26
Magallanes,67298,667,106,773,66109,11485,2711,3289,0,9,6,1,2,4,27
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5149301,52339,11746,64085,5060301,1243068,64166,353888,1,1585,1117,92,376,1082,4514
