Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79873,754,147,901,78503,25322,1386,3439,0,16,11,5,0,9,65
Tarapacá,113765,1054,119,1173,112142,29345,884,10389,0,28,19,3,6,18,77
Antofagasta,184849,1662,301,1963,181854,33297,2354,6818,0,127,74,13,40,57,373
Atacama,117844,599,121,720,116337,51618,1673,1741,0,112,55,25,32,103,437
Coquimbo,212163,1651,302,1953,209140,63887,2119,9403,0,95,80,6,9,79,286
Valparaíso,497215,5234,1236,6470,487214,149731,3461,50213,0,440,295,38,107,324,1455
Metropolitana,1981504,24699,6214,30913,1938048,408057,29163,161606,4,1462,942,49,471,888,4946
O’Higgins,223902,2246,577,2823,219537,71685,1566,14806,2,195,146,26,23,122,675
Maule,349015,2850,511,3361,343118,111029,4638,10638,0,266,185,14,67,181,846
Ñuble,159676,1135,202,1337,156988,55964,1903,10181,0,173,133,3,37,131,490
Biobío,514060,4134,696,4830,505484,124980,4455,35895,0,421,264,9,148,273,1304
Araucanía,295154,2349,583,2932,290127,58305,4507,11318,0,187,122,19,46,114,574
Los Ríos,149234,1180,236,1416,146596,46849,1831,6034,0,94,66,7,21,80,335
Los Lagos,244294,2208,380,2588,239913,39612,4394,16327,0,128,76,13,39,78,445
Aysén,36788,195,28,223,36230,14555,2462,1794,0,49,22,18,9,37,166
Magallanes,68055,668,106,774,66735,11968,2923,3289,0,33,24,1,8,24,122
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5227433,52618,11761,64379,5128007,1296204,69719,353891,6,3826,2514,249,1063,2518,12596
