Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,61968,676,142,818,60122,15195,717,3441,0,218,88,106,24,88,912
Tarapacá,86986,977,118,1095,84454,13313,428,10394,0,326,143,122,61,170,1321
Antofagasta,141652,1506,287,1793,137204,16351,999,6823,1,566,272,188,106,198,2474
Atacama,83965,501,115,616,80984,27407,512,1744,0,562,194,68,300,329,2318
Coquimbo,157097,1438,294,1732,152652,34036,674,9390,1,669,398,222,49,314,2578
Valparaíso,381425,4608,1220,5828,371851,87319,1456,50207,0,1006,551,111,344,349,3601
Metropolitana,1616930,22815,6125,28940,1577773,259308,13870,161550,5,2488,1255,322,911,600,9639
O’Higgins,174927,2017,568,2585,170570,44456,703,14802,0,422,263,106,53,238,1680
Maule,267708,2490,500,2990,262509,73399,1593,10647,0,488,388,58,42,221,1798
Ñuble,114398,936,192,1128,112088,31264,553,10182,0,233,167,31,35,128,955
Biobío,397259,3680,682,4362,388773,71124,1698,35902,1,786,406,134,246,274,3430
Araucanía,233285,2037,572,2609,228810,38756,1301,11311,0,420,216,47,157,91,1497
Los Ríos,114797,1010,228,1238,112552,24890,703,6034,0,203,120,31,52,106,756
Los Lagos,205485,1977,373,2350,201582,26757,2962,16326,0,301,167,71,63,89,1075
Aysén,27625,160,27,187,27105,8937,901,1795,0,67,39,12,16,40,268
Magallanes,56851,613,104,717,55465,6996,1433,3292,0,112,55,5,52,50,529
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4122401,47441,11549,58990,4024536,779508,30503,353840,8,8867,4722,1634,2511,3285,34831
