Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80368,736,113,849,78866,25690,1429,3438,0,0,0,0,0,0,9
Tarapacá,114978,1041,99,1140,113223,30260,940,10389,0,5,5,0,0,5,17
Antofagasta,186529,1655,189,1844,183525,34183,2474,6818,0,3,2,0,1,2,17
Atacama,120898,600,98,698,119578,54051,1970,1742,0,1,0,0,1,0,9
Coquimbo,214479,1651,241,1892,211221,65711,2463,9400,0,3,3,0,0,3,9
Valparaíso,504858,5259,1014,6273,494790,155109,3777,50215,0,9,5,1,3,8,29
Metropolitana,2006805,24852,4551,29403,1963127,422391,31633,161616,0,27,10,3,14,10,67
O’Higgins,227175,2261,433,2694,222860,73929,1684,14808,0,1,0,0,1,1,4
Maule,352447,2827,416,3243,346434,112988,4780,10638,0,1,1,0,0,0,1
Ñuble,162187,1125,160,1285,159509,58011,2089,10180,0,1,1,0,0,0,1
Biobío,519680,4094,568,4662,511095,128253,4878,35888,0,5,1,0,4,2,13
Araucanía,297843,2369,471,2840,292424,59937,4742,11316,0,2,2,0,0,2,4
Los Ríos,150135,1191,211,1402,147412,47570,1914,6033,0,0,0,0,0,0,0
Los Lagos,245622,2210,269,2479,240965,40242,4502,16327,0,0,0,0,0,0,2
Aysén,37356,195,24,219,36893,14910,2686,1794,0,3,1,2,0,1,3
Magallanes,68947,650,57,707,67505,12480,3175,3288,0,6,2,0,4,2,21
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5290349,52716,8915,61631,5189468,1335715,75136,353890,0,67,33,6,28,36,206
