Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80170,733,113,846,78800,25537,1409,3439,0,2,0,2,0,2,5
Tarapacá,114570,1036,99,1135,112933,29944,927,10389,0,15,12,0,3,11,39
Antofagasta,186245,1650,189,1839,183499,34074,2450,6818,0,6,4,0,2,3,27
Atacama,120497,594,98,692,119279,53752,1922,1741,0,19,12,6,1,16,90
Coquimbo,214008,1638,240,1878,211079,65379,2327,9401,0,12,12,0,0,12,42
Valparaíso,503882,5222,1012,6234,494800,154453,3730,50207,0,36,29,0,7,27,128
Metropolitana,2004560,24748,4540,29288,1964320,421422,31375,161601,1,98,54,12,32,55,351
O’Higgins,227003,2256,433,2689,223083,73841,1678,14808,0,13,10,1,2,9,42
Maule,352250,2818,416,3234,346868,112893,4768,10638,0,16,8,1,7,8,50
Ñuble,161975,1117,160,1277,159626,57822,2066,10179,0,11,10,0,1,11,31
Biobío,519360,4082,566,4648,511678,128113,4856,35887,0,16,5,0,11,9,57
Araucanía,297692,2359,469,2828,292930,59882,4716,11314,0,8,2,2,4,2,33
Los Ríos,150085,1187,209,1396,147647,47546,1906,6033,0,0,0,0,0,0,5
Los Lagos,245500,2207,269,2476,241339,40204,4457,16328,0,4,2,2,0,2,9
Aysén,37314,194,24,218,36903,14877,2668,1794,0,2,2,0,0,1,4
Magallanes,68755,648,57,705,67493,12401,3137,3288,0,2,2,0,0,2,5
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5283908,52489,8895,61384,5192318,1332140,74392,353865,1,260,164,26,70,170,918
