Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,78809,740,144,884,77494,24590,1326,3440,0,20,15,5,0,15,124
Tarapacá,112082,1041,119,1160,110320,28164,790,10389,0,51,30,2,19,32,314
Antofagasta,180104,1632,300,1932,177230,30731,2060,6820,0,98,66,6,26,57,448
Atacama,113129,582,120,702,111676,47710,1269,1741,0,83,62,17,4,68,492
Coquimbo,205579,1614,299,1913,202561,58834,1727,9399,0,148,113,13,22,98,526
Valparaíso,479072,5132,1232,6364,470187,136421,2839,50207,0,317,225,10,82,211,1057
Metropolitana,1919447,24347,6194,30541,1880020,371176,24276,161589,0,903,550,54,299,469,3449
O’Higgins,216308,2224,577,2801,212498,66176,1253,14799,0,101,70,5,26,50,384
Maule,339487,2781,507,3288,334384,104976,4294,10644,0,122,86,4,32,80,546
Ñuble,153742,1096,197,1293,151524,51170,1407,10181,0,69,44,0,25,47,272
Biobío,498413,4052,691,4743,490862,114472,3453,35894,0,245,170,8,67,163,939
Araucanía,287529,2276,581,2857,283078,53650,4054,11316,0,130,71,9,50,68,446
Los Ríos,144455,1148,233,1381,142168,42720,1541,6034,0,53,38,0,15,47,214
Los Lagos,238856,2152,376,2528,234995,36965,4097,16328,0,47,17,7,23,15,263
Aysén,35209,187,27,214,34814,13460,1949,1794,0,10,6,3,1,7,47
Magallanes,66778,664,106,770,65585,11184,2593,3288,0,17,13,0,4,12,93
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5069041,51668,11705,63373,4979437,1192399,58928,353863,0,2414,1576,143,695,1439,9614
