Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,70550,703,143,846,68760,19753,1062,3441,0,82,50,29,3,56,793
Tarapacá,99691,999,118,1117,97190,20180,573,10393,0,141,75,60,6,68,1232
Antofagasta,160610,1557,294,1851,156854,23321,1346,6821,0,155,101,28,26,78,1667
Atacama,96794,545,116,661,94806,35621,715,1745,0,148,64,37,47,110,1235
Coquimbo,178928,1496,297,1793,174739,44063,951,9392,1,286,227,30,29,124,2173
Valparaíso,413014,4769,1223,5992,403453,100487,1776,50201,1,365,244,26,95,198,3124
Metropolitana,1699831,23224,6154,29378,1659521,282394,15918,161574,5,1066,632,93,341,414,9234
O’Higgins,189941,2072,573,2645,185310,52630,854,14801,0,210,172,10,28,114,1775
Maule,293873,2560,504,3064,286954,84270,2712,10641,0,359,274,70,15,159,3261
Ñuble,126608,983,194,1177,123681,37371,715,10180,0,204,158,7,39,113,1444
Biobío,432019,3763,685,4448,421932,84273,2130,35909,2,570,404,73,93,240,4703
Araucanía,254902,2096,574,2670,248865,44112,1707,11313,1,440,194,32,214,98,2835
Los Ríos,126233,1050,230,1280,123224,30935,916,6034,0,184,110,8,66,106,1398
Los Lagos,219387,2016,374,2390,214812,30548,3377,16332,3,153,100,21,32,37,1582
Aysén,30469,167,27,194,29864,10569,1141,1794,0,28,23,1,4,21,338
Magallanes,60665,636,104,740,59291,8295,1765,3289,0,76,47,1,28,25,447
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4453557,48636,11612,60248,4349297,908822,37658,353860,13,4467,2875,526,1066,1961,37241
