Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,77495,734,144,878,75999,23766,1299,3440,0,67,45,17,5,54,318
Tarapacá,110005,1036,119,1155,108058,26611,762,10390,0,99,75,7,17,84,508
Antofagasta,177512,1621,299,1920,174699,29601,1933,6822,0,66,48,4,14,43,405
Atacama,110995,579,119,698,109680,45972,1182,1740,0,72,39,7,26,55,361
Coquimbo,202541,1605,299,1904,199704,56842,1605,9397,0,123,105,14,4,102,375
Valparaíso,473232,5099,1232,6331,464788,132400,2668,50207,1,203,180,4,19,178,694
Metropolitana,1899575,24240,6192,30432,1860813,361455,23053,161604,1,706,514,23,169,497,3031
O’Higgins,214247,2205,577,2782,210533,64932,1195,14801,0,80,72,1,7,54,323
Maule,336573,2762,507,3269,331614,103289,4214,10646,0,98,65,2,31,62,436
Ñuble,152116,1083,197,1280,149972,50159,1329,10180,0,74,51,2,21,49,220
Biobío,493368,4029,690,4719,486009,111505,3155,35894,1,213,147,6,60,160,821
Araucanía,285480,2260,580,2840,281241,52618,3986,11318,0,58,37,4,17,43,286
Los Ríos,143094,1140,232,1372,140852,41618,1459,6034,0,71,59,3,9,64,206
Los Lagos,237451,2135,376,2511,233635,36427,4038,16329,0,59,33,2,24,30,243
Aysén,34853,184,27,211,34468,13230,1849,1794,0,7,6,1,0,5,42
Magallanes,66208,661,106,767,65045,10848,2453,3288,0,12,8,0,4,8,71
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5014787,51373,11698,63071,4927151,1161273,56180,353884,3,2008,1484,97,427,1488,8340
