Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80284,736,113,849,78827,25624,1421,3438,0,1,1,0,0,0,3
Tarapacá,114810,1041,99,1140,113107,30130,934,10389,0,1,0,0,1,1,2
Antofagasta,186419,1654,189,1843,183505,34132,2465,6818,0,0,0,0,0,0,1
Atacama,120858,600,98,698,119598,54017,1962,1742,0,1,1,0,0,1,2
Coquimbo,214362,1646,240,1886,211226,65621,2447,9400,0,0,0,0,0,0,1
Valparaíso,504609,5256,1013,6269,494871,154924,3757,50213,0,0,0,0,0,0,4
Metropolitana,2006244,24842,4549,29391,1963739,422199,31567,161610,1,4,2,0,2,1,18
O’Higgins,227155,2261,433,2694,222981,73921,1684,14808,0,1,0,0,1,0,2
Maule,352412,2826,416,3242,346592,112973,4776,10638,0,0,0,0,0,0,0
Ñuble,162166,1124,160,1284,159573,57991,2083,10180,0,2,1,0,1,2,2
Biobío,519615,4091,568,4659,511314,128230,4874,35888,0,1,0,0,1,0,2
Araucanía,297809,2367,471,2838,292586,59922,4734,11316,0,0,0,0,0,0,0
Los Ríos,150126,1190,211,1401,147483,47563,1912,6033,0,0,0,0,0,0,0
Los Lagos,245571,2209,269,2478,241073,40224,4480,16327,0,0,0,0,0,0,2
Aysén,37346,195,24,219,36903,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68826,649,57,706,67459,12436,3153,3288,0,1,0,0,1,0,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288654,52687,8911,61598,5190878,1334811,74935,353882,1,12,5,0,7,5,41
