Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79730,753,147,900,78392,25215,1370,3439,0,9,5,4,0,4,49
Tarapacá,113571,1054,119,1173,111964,29202,875,10389,0,25,18,0,7,17,72
Antofagasta,183922,1660,301,1961,180973,32766,2296,6818,0,109,85,3,21,57,341
Atacama,117039,598,121,719,115715,50951,1591,1741,0,84,52,24,8,72,268
Coquimbo,211297,1649,302,1951,208267,63174,2065,9402,0,138,125,3,10,120,321
Valparaíso,493339,5228,1234,6462,483857,146811,3326,50211,0,411,318,21,72,325,1009
Metropolitana,1968978,24660,6213,30873,1926533,400444,28174,161602,1,1502,999,63,440,922,4217
O’Higgins,222139,2244,577,2821,217893,70404,1498,14802,1,220,168,24,28,168,577
Maule,347055,2846,511,3357,341433,109739,4578,10639,0,245,176,12,57,170,623
Ñuble,158470,1131,202,1333,155981,54985,1807,10181,0,116,97,2,17,104,322
Biobío,511020,4128,696,4824,503018,122942,4273,35896,0,280,178,2,100,185,793
Araucanía,293761,2342,583,2925,288970,57335,4418,11318,0,125,81,10,34,78,386
Los Ríos,148349,1176,235,1411,145764,46068,1764,6034,0,98,70,1,27,82,315
Los Lagos,243218,2197,380,2577,238911,39047,4334,16327,0,154,84,17,53,87,414
Aysén,36385,194,28,222,35925,14264,2312,1794,0,33,18,6,9,24,73
Magallanes,67679,668,106,774,66422,11722,2824,3289,0,22,18,1,3,16,70
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5195994,52528,11757,64285,5100059,1275069,67505,353882,2,3571,2492,193,886,2431,9850
