Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,74156,725,144,869,72826,21668,1194,3442,1,80,39,32,9,29,207
Tarapacá,105055,1031,119,1150,103414,23027,670,10390,0,94,57,6,31,61,244
Antofagasta,171115,1607,298,1905,168284,26950,1675,6820,0,229,93,29,107,62,515
Atacama,105923,570,117,687,104623,42059,979,1741,0,165,64,51,50,122,411
Coquimbo,194665,1572,298,1870,191743,51883,1309,9391,0,253,169,53,31,155,593
Valparaíso,455391,4978,1230,6208,446182,121471,2278,50200,0,840,453,67,320,437,1865
Metropolitana,1846786,23891,6180,30071,1807128,337088,20547,161592,2,2526,1200,200,1126,1034,5445
O’Higgins,207127,2153,576,2729,203220,60687,1046,14803,0,319,194,46,79,183,703
Maule,327416,2694,507,3201,322122,98387,3987,10642,0,485,267,94,124,230,1060
Ñuble,145561,1040,195,1235,143094,46750,1083,10182,0,332,163,5,164,176,694
Biobío,479584,3939,688,4627,472188,104288,2738,35894,0,539,266,91,182,250,1223
Araucanía,279089,2201,580,2781,274789,50398,3829,11319,0,276,120,42,114,86,590
Los Ríos,137975,1111,232,1343,135616,37956,1241,6035,0,212,116,60,36,162,449
Los Lagos,231627,2090,375,2465,227779,34176,3840,16330,1,223,77,39,107,69,475
Aysén,33485,178,27,205,33030,12356,1547,1794,0,55,29,7,19,31,135
Magallanes,64244,649,105,754,63089,9873,2093,3290,0,46,24,1,21,24,115
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4859241,50429,11673,62102,4769168,1079017,50056,353865,4,6674,3331,823,2520,3111,14724
