Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,74799,727,144,871,73467,22035,1220,3442,0,59,30,25,4,42,192
Tarapacá,105844,1032,119,1151,104191,23589,686,10390,0,67,40,2,25,52,241
Antofagasta,172822,1612,298,1910,170000,27598,1723,6821,0,137,67,17,53,55,486
Atacama,107223,572,117,689,105907,43032,1022,1741,0,91,32,21,38,70,408
Coquimbo,197076,1576,298,1874,194075,53266,1386,9393,0,198,131,35,32,117,643
Valparaíso,461950,5012,1231,6243,452897,125129,2395,50200,0,556,296,68,192,315,1603
Metropolitana,1864595,23994,6181,30175,1825701,344879,21242,161591,0,1269,646,107,516,601,4282
O’Higgins,209615,2167,576,2743,205749,62158,1094,14803,0,185,107,40,38,108,616
Maule,330749,2715,507,3222,325562,100026,4042,10642,0,305,159,59,87,147,888
Ñuble,148207,1053,197,1250,145833,48017,1147,10182,0,186,104,10,72,97,557
Biobío,483856,3962,688,4650,476286,106232,2811,35892,0,407,178,77,152,178,1300
Araucanía,281283,2218,580,2798,276926,51094,3879,11320,0,196,85,23,88,71,569
Los Ríos,139665,1119,232,1351,137218,39085,1315,6035,0,155,87,40,28,109,501
Los Lagos,233439,2104,376,2480,229462,34831,3896,16331,0,173,68,19,86,58,544
Aysén,33957,182,27,209,33524,12653,1673,1794,0,36,22,10,4,27,102
Magallanes,64756,654,105,759,63562,10119,2156,3290,0,57,28,0,29,22,141
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4909878,50699,11678,62377,4820401,1103743,51687,353867,0,4077,2080,553,1444,2069,13073
