Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80217,736,113,849,78797,25575,1418,3438,0,3,2,0,1,3,4
Tarapacá,114740,1041,99,1140,113078,30074,934,10389,0,3,3,0,0,2,6
Antofagasta,186358,1652,189,1841,183537,34106,2460,6818,0,2,1,1,0,1,3
Atacama,120814,600,98,698,119609,53986,1958,1742,0,3,1,1,1,3,7
Coquimbo,214320,1645,240,1885,211311,65597,2447,9400,0,0,0,0,0,0,1
Valparaíso,504498,5246,1012,6258,495131,154864,3751,50210,0,4,2,0,2,2,11
Metropolitana,2005959,24816,4545,29361,1964690,422086,31543,161611,0,18,13,1,4,9,37
O’Higgins,227141,2258,433,2691,223132,73914,1683,14809,0,1,0,1,0,1,2
Maule,352401,2825,416,3241,346812,112962,4775,10642,0,2,2,0,0,2,7
Ñuble,162111,1124,160,1284,159640,57938,2073,10180,0,1,1,0,0,1,3
Biobío,519559,4089,566,4655,511574,128221,4871,35889,0,0,0,0,0,0,1
Araucanía,297794,2364,470,2834,292820,59917,4732,11314,0,0,0,0,0,0,1
Los Ríos,150110,1189,210,1399,147571,47563,1910,6033,0,0,0,0,0,0,0
Los Lagos,245547,2209,269,2478,241204,40218,4468,16327,0,0,0,0,0,0,1
Aysén,37342,195,24,219,36917,14902,2686,1794,0,0,0,0,0,0,0
Magallanes,68804,649,57,706,67477,12431,3146,3288,0,1,0,0,1,1,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5287757,52638,8902,61540,5193341,1334354,74855,353884,0,38,25,4,9,25,86
