Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,77888,734,144,878,76219,24002,1304,3440,0,176,119,48,9,108,487
Tarapacá,110585,1036,119,1155,108465,27069,769,10390,0,301,185,23,93,216,675
Antofagasta,178161,1622,299,1921,175082,29854,1972,6822,0,335,169,29,137,119,663
Atacama,111460,579,120,699,109966,46378,1195,1740,0,174,89,29,56,155,535
Coquimbo,203165,1606,299,1905,200048,57282,1630,9398,1,309,240,30,39,207,642
Valparaíso,474495,5106,1232,6338,465443,133294,2717,50207,0,634,481,15,138,444,1260
Metropolitana,1903700,24255,6193,30448,1863428,363445,23317,161608,2,2212,1266,149,797,1011,4415
O’Higgins,214637,2210,577,2787,210795,65204,1206,14801,0,217,138,41,38,132,432
Maule,337187,2765,507,3272,331994,103660,4238,10646,1,324,185,66,73,181,656
Ñuble,152475,1085,197,1282,150174,50363,1348,10180,0,176,93,4,79,107,366
Biobío,494393,4035,690,4725,486650,112098,3209,35894,0,563,310,61,192,310,1161
Araucanía,285838,2266,580,2846,281480,52808,4002,11318,0,172,96,22,54,73,373
Los Ríos,143414,1144,232,1376,141040,41877,1481,6034,0,162,85,31,46,127,316
Los Lagos,237804,2138,376,2514,233846,36566,4051,16329,0,176,65,32,79,65,373
Aysén,34947,184,27,211,34547,13286,1892,1794,0,24,11,5,8,17,56
Magallanes,66343,662,106,768,65125,10927,2494,3288,0,54,37,1,16,31,121
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5026534,51427,11700,63127,4934343,1168113,56825,353889,4,6009,3569,586,1854,3303,12531
