Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55465,670,140,810,54515,11714,497,3439,0,5,5,0,0,4,87
Tarapacá,79658,968,118,1086,78418,9768,325,10393,0,13,8,2,3,4,113
Antofagasta,123048,1474,286,1760,120956,10337,654,6822,0,43,29,11,3,14,269
Atacama,66131,472,113,585,65352,16171,272,1748,2,19,11,7,1,13,206
Coquimbo,126969,1380,289,1669,124907,20128,441,9380,0,68,50,15,3,27,382
Valparaíso,307578,4382,1201,5583,301242,60088,959,50210,2,146,90,21,35,63,1044
Metropolitana,1365074,22199,6061,28260,1333148,195093,9522,161555,6,790,381,111,298,183,4838
O’Higgins,150286,1954,561,2515,147547,32188,492,14803,0,50,24,11,15,12,339
Maule,239791,2412,498,2910,236333,61829,774,10641,1,92,75,11,6,42,475
Ñuble,100442,917,189,1106,99042,24404,395,10180,0,33,29,1,3,19,224
Biobío,353675,3596,675,4271,348447,57449,1243,35904,3,78,47,8,23,18,724
Araucanía,216157,1997,570,2567,213220,34865,1010,11318,1,69,32,7,30,10,305
Los Ríos,106089,993,228,1221,104665,21165,539,6035,0,18,12,1,5,6,118
Los Lagos,195290,1943,367,2310,192625,24415,2642,16330,1,21,8,7,6,2,146
Aysén,25022,157,27,184,24754,7492,683,1795,0,9,7,2,0,8,45
Magallanes,51803,599,103,702,50869,5302,1174,3294,0,27,10,0,17,6,152
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3562521,46113,11428,57541,3496082,592408,21622,353847,16,1481,818,215,448,431,9467
