Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73793,723,144,867,72460,21477,1183,3441,0,62,24,35,3,29,223
Tarapacá,104630,1030,119,1149,103001,22762,654,10390,0,66,39,3,24,44,236
Antofagasta,170130,1604,299,1903,167206,26563,1645,6820,0,203,86,31,86,54,626
Atacama,105147,569,117,686,103728,41469,948,1743,0,182,78,39,65,151,543
Coquimbo,193283,1564,298,1862,190307,51047,1271,9389,0,237,162,59,16,129,669
Valparaíso,451070,4962,1230,6192,441421,119123,2207,50204,1,875,473,72,330,462,2377
Metropolitana,1834260,23825,6179,30004,1792744,331656,20109,161588,5,2546,1276,201,1069,1051,7521
O’Higgins,205617,2145,576,2721,201535,59817,1028,14804,1,339,173,74,92,176,903
Maule,325019,2687,506,3193,319405,97195,3965,10642,0,565,299,155,111,244,1422
Ñuble,143949,1032,195,1227,141228,45922,1033,10183,0,367,147,17,203,159,969
Biobío,476941,3930,688,4618,469067,103070,2719,35894,0,574,283,117,174,242,1750
Araucanía,277607,2194,580,2774,273009,49976,3793,11321,0,386,120,51,215,89,919
Los Ríos,137017,1109,232,1341,134599,37276,1203,6035,0,187,100,37,50,125,529
Los Lagos,230655,2084,375,2459,226726,33829,3812,16329,0,245,110,42,93,73,586
Aysén,33117,177,27,204,32652,12116,1469,1794,0,52,29,13,10,32,149
Magallanes,63957,646,105,751,62766,9733,2055,3291,0,44,26,1,17,21,169
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4826234,50281,11672,61953,4731895,1063031,49094,353868,7,6930,3425,947,2558,3081,19591
