Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79364,750,147,897,78080,24963,1356,3439,0,11,8,2,1,9,34
Tarapacá,113073,1053,119,1172,111534,28835,837,10389,0,13,11,1,1,11,30
Antofagasta,182243,1653,301,1954,179615,31810,2179,6818,0,21,16,2,3,16,76
Atacama,115851,594,121,715,114729,49939,1457,1741,0,15,13,0,2,13,104
Coquimbo,209433,1637,302,1939,206702,61631,1932,9401,0,31,29,1,1,30,105
Valparaíso,487387,5206,1234,6440,478811,142231,3089,50211,0,84,77,0,7,76,314
Metropolitana,1946038,24573,6207,30780,1907269,386088,26308,161605,1,354,257,12,85,260,1318
O’Higgins,219274,2240,577,2817,215540,68186,1379,14801,3,48,43,2,3,42,150
Maule,343955,2820,509,3329,338924,107669,4446,10643,0,54,36,2,16,36,178
Ñuble,156630,1119,200,1319,154406,53358,1609,10181,0,50,43,0,7,47,133
Biobío,505651,4105,695,4800,498249,119270,3923,35895,0,137,108,5,24,119,416
Araucanía,291394,2315,583,2898,286975,55812,4243,11319,1,40,24,4,12,28,162
Los Ríos,146480,1163,235,1398,144206,44420,1693,6034,0,34,25,0,9,33,76
Los Lagos,240842,2183,379,2562,236935,37773,4210,16328,0,24,14,1,9,12,120
Aysén,35911,193,27,220,35514,13908,2188,1794,0,8,5,0,3,7,21
Magallanes,67241,667,106,773,66071,11452,2699,3289,0,6,2,1,3,3,16
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5140809,52271,11744,64015,5053601,1237345,63548,353888,5,930,711,33,186,742,3253
