Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,58502,675,141,816,56922,13332,590,3440,0,91,35,55,1,58,669
Tarapacá,82782,974,118,1092,80979,10969,364,10395,0,106,48,35,23,37,608
Antofagasta,133604,1491,287,1778,129862,13627,857,6822,0,279,124,75,80,91,1812
Atacama,76031,487,114,601,73484,22200,382,1747,0,306,114,29,163,182,1913
Coquimbo,145696,1412,293,1705,140689,28768,564,9389,0,550,275,176,99,181,3201
Valparaíso,363210,4519,1217,5736,351221,80432,1304,50212,2,1107,641,106,360,397,6226
Metropolitana,1568820,22581,6106,28687,1523184,247019,12859,161551,6,2763,1371,352,1040,705,16851
O’Higgins,167172,1985,566,2551,162236,40264,637,14805,1,422,238,70,114,136,2340
Maule,259894,2461,499,2960,254384,70234,1359,10642,0,367,293,46,28,127,2222
Ñuble,109833,931,192,1123,107253,28948,495,10183,0,230,127,7,96,89,1278
Biobío,382419,3655,679,4334,372579,66004,1533,35903,2,849,421,171,257,224,4925
Araucanía,226015,2021,571,2592,221680,37003,1176,11314,1,339,132,44,163,52,1444
Los Ríos,111411,1002,228,1230,108941,23312,630,6035,0,144,50,7,87,41,1023
Los Lagos,200908,1967,372,2339,197308,25620,2823,16326,0,155,51,47,57,25,859
Aysén,26553,160,27,187,26023,8370,797,1795,0,45,28,8,9,24,283
Magallanes,54881,608,104,712,53668,6350,1345,3293,0,53,34,3,16,19,373
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3967774,46929,11516,58445,3860455,722452,27715,353852,12,7806,3982,1231,2593,2388,46027
