Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,57702,673,140,813,56288,12883,564,3440,0,54,37,14,3,35,509
Tarapacá,82077,974,118,1092,80536,10653,352,10395,0,55,31,13,11,25,357
Antofagasta,131439,1491,287,1778,128119,12936,831,6823,0,130,91,30,9,55,1400
Atacama,73798,484,114,598,71695,20742,363,1746,0,202,94,22,86,150,1481
Coquimbo,141495,1408,292,1700,137016,26862,535,9390,1,383,303,71,9,166,2685
Valparaíso,354362,4494,1214,5708,342909,77166,1235,50208,0,624,417,39,168,285,5766
Metropolitana,1545514,22506,6097,28603,1500198,240847,12409,161566,7,1490,936,154,400,617,16762
O’Higgins,164097,1976,565,2541,159485,38713,608,14806,0,237,188,17,32,120,2053
Maule,256821,2455,499,2954,251638,68939,1258,10641,1,227,196,27,4,91,1924
Ñuble,108096,930,192,1122,105912,28083,479,10183,2,118,85,15,18,60,891
Biobío,376407,3644,678,4322,367755,64053,1459,35905,3,439,294,90,55,148,3780
Araucanía,223849,2019,571,2590,219953,36546,1146,11315,0,168,90,6,72,46,1029
Los Ríos,110130,1002,228,1230,107976,22848,602,6035,0,74,34,5,35,22,721
Los Lagos,199696,1964,372,2336,196364,25327,2807,16325,0,80,37,16,27,12,615
Aysén,26178,159,27,186,25717,8168,753,1795,0,16,11,0,5,14,217
Magallanes,54403,608,103,711,53311,6213,1321,3294,0,29,19,0,10,8,259
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3906107,46787,11499,58286,3804914,700979,26722,353867,14,4326,2863,519,944,1854,40449
