Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79857,754,147,901,78483,25313,1384,3439,0,25,23,1,1,23,71
Tarapacá,113736,1054,119,1173,112123,29327,882,10389,0,25,21,0,4,18,69
Antofagasta,184721,1662,301,1963,181766,33240,2349,6818,0,113,79,9,25,67,337
Atacama,117730,599,121,720,116275,51513,1666,1741,0,109,49,24,36,85,387
Coquimbo,212067,1650,302,1952,209053,63808,2109,9402,0,108,87,4,17,85,283
Valparaíso,496757,5234,1236,6470,486809,149409,3440,50211,0,511,353,38,120,376,1413
Metropolitana,1979990,24690,6214,30904,1936608,407163,29042,161603,2,1817,1200,86,531,1061,4907
O’Higgins,223702,2246,577,2823,219336,71563,1558,14804,1,246,197,21,28,192,678
Maule,348736,2850,511,3361,342889,110848,4626,10639,0,293,217,20,56,205,802
Ñuble,159504,1134,202,1336,156835,55835,1894,10181,0,168,121,14,33,129,475
Biobío,513622,4134,696,4830,505149,124704,4428,35896,0,436,279,12,145,264,1207
Araucanía,294962,2348,583,2931,289971,58187,4497,11318,0,215,159,29,27,150,544
Los Ríos,149141,1179,236,1415,146481,46769,1822,6034,0,100,72,9,19,85,363
Los Lagos,244161,2207,380,2587,239791,39534,4390,16327,0,145,63,16,66,66,437
Aysén,36738,195,28,223,36203,14517,2447,1794,0,33,12,12,9,19,144
Magallanes,68012,668,106,774,66681,11939,2907,3289,0,47,26,2,19,22,134
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5223478,52604,11761,64365,5124494,1293669,69441,353885,3,4391,2958,297,1136,2847,12251
