Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80195,734,113,847,78810,25556,1415,3439,0,1,0,1,0,0,1
Tarapacá,114673,1038,99,1137,113040,30023,931,10389,0,11,6,1,4,7,10
Antofagasta,186314,1651,189,1840,183547,34094,2457,6818,0,1,0,0,1,0,3
Atacama,120700,596,98,694,119517,53899,1945,1741,0,14,5,6,3,13,30
Coquimbo,214233,1643,240,1883,211288,65543,2403,9401,0,5,4,1,0,3,10
Valparaíso,504275,5233,1012,6245,495118,154735,3743,50211,2,17,11,2,4,14,42
Metropolitana,2005480,24791,4543,29334,1964901,421874,31479,161602,0,39,23,4,12,25,99
O’Higgins,227107,2257,433,2690,223166,73899,1682,14808,0,2,2,0,0,2,7
Maule,352363,2823,416,3239,346921,112942,4774,10640,0,5,4,0,1,3,14
Ñuble,162064,1119,160,1279,159670,57896,2071,10180,0,6,5,0,1,6,12
Biobío,519509,4087,566,4653,511744,128198,4868,35887,0,9,4,1,4,5,12
Araucanía,297769,2361,470,2831,292938,59906,4729,11315,1,5,2,0,3,2,9
Los Ríos,150102,1189,209,1398,147618,47559,1908,6033,0,0,0,0,0,0,0
Los Lagos,245527,2209,269,2478,241296,40215,4463,16328,0,0,0,0,0,0,1
Aysén,37334,194,24,218,36916,14895,2679,1794,0,0,0,0,0,0,0
Magallanes,68786,649,57,706,67500,12422,3142,3288,0,1,0,1,0,1,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5286473,52574,8899,61473,5194031,1333656,74689,353874,3,116,66,17,33,81,252
