Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72552,718,144,862,71387,20828,1148,3441,0,28,14,12,2,13,90
Tarapacá,102910,1025,119,1144,101447,21786,609,10391,0,38,27,9,2,20,115
Antofagasta,165970,1591,297,1888,163435,24998,1506,6822,0,97,41,18,38,28,318
Atacama,101721,563,117,680,100642,38869,819,1745,0,52,29,17,6,36,246
Coquimbo,187610,1541,298,1839,185002,47950,1076,9391,1,116,69,27,20,66,417
Valparaíso,431700,4885,1225,6110,423608,108915,1958,50202,1,350,212,60,78,161,1181
Metropolitana,1759796,23537,6167,29704,1721913,300643,17756,161579,2,1412,863,119,430,501,5163
O’Higgins,198584,2117,574,2691,194986,56226,959,14800,1,150,85,36,29,65,551
Maule,311719,2636,504,3140,306709,90998,3640,10646,3,294,184,64,46,107,1059
Ñuble,135144,1007,194,1201,132930,41395,836,10182,0,210,128,17,65,107,593
Biobío,455653,3877,685,4562,448195,93317,2421,35900,0,450,245,87,118,183,1657
Araucanía,266668,2159,576,2735,262627,46916,2035,11310,2,185,115,29,41,52,571
Los Ríos,131768,1090,231,1321,129661,33830,1050,6034,0,102,69,5,28,55,336
Los Lagos,226178,2066,374,2440,222662,32324,3636,16331,0,93,50,18,25,35,320
Aysén,31723,173,27,200,31374,11299,1332,1794,0,18,11,3,4,9,54
Magallanes,62295,644,105,749,61218,8977,1905,3291,0,22,16,1,5,11,98
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4642033,49629,11639,61268,4557837,979271,42686,353859,10,3617,2158,522,937,1449,12769
