Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80200,734,113,847,78801,25560,1415,3439,0,1,0,0,1,1,5
Tarapacá,114698,1040,99,1139,113056,30044,932,10389,0,7,1,0,6,5,12
Antofagasta,186327,1651,189,1840,183547,34097,2458,6819,0,2,1,0,1,0,8
Atacama,120730,598,98,696,119537,53922,1946,1741,0,5,0,0,5,5,27
Coquimbo,214283,1644,240,1884,211319,65565,2437,9401,0,3,0,0,3,3,10
Valparaíso,504350,5236,1012,6248,495131,154783,3745,50209,0,14,1,0,13,7,50
Metropolitana,2005621,24798,4543,29341,1964915,421939,31493,161603,1,24,2,0,22,11,90
O’Higgins,227114,2257,433,2690,223159,73902,1683,14808,0,1,0,0,1,0,5
Maule,352370,2825,416,3241,346898,112943,4774,10639,0,1,0,0,1,0,4
Ñuble,162075,1121,160,1281,159661,57904,2071,10180,0,0,0,0,0,0,5
Biobío,519528,4087,566,4653,511702,128211,4868,35888,0,3,0,0,3,2,12
Araucanía,297780,2361,470,2831,292910,59911,4730,11315,0,4,0,0,4,1,9
Los Ríos,150103,1189,209,1398,147609,47560,1908,6033,0,0,0,0,0,0,1
Los Lagos,245536,2209,269,2478,241277,40216,4463,16327,0,1,0,0,1,0,6
Aysén,37335,194,24,218,36915,14896,2679,1794,0,0,0,0,0,0,1
Magallanes,68789,649,57,706,67495,12425,3143,3288,0,0,0,0,0,0,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5286881,52593,8899,61492,5193973,1333878,74745,353873,1,66,5,0,61,35,247
