Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79203,748,147,895,77937,24856,1345,3439,0,13,9,2,2,9,37
Tarapacá,112765,1048,119,1167,111224,28641,816,10389,0,19,14,2,3,14,60
Antofagasta,181542,1641,301,1942,178878,31433,2134,6820,0,74,52,3,19,39,162
Atacama,114967,591,121,712,113728,49204,1393,1741,0,90,49,23,18,74,236
Coquimbo,208120,1625,302,1927,205246,60615,1857,9402,0,136,105,14,17,89,300
Valparaíso,484101,5176,1234,6410,475423,139854,2989,50209,2,248,199,11,38,185,589
Metropolitana,1934790,24480,6205,30685,1896153,379428,25437,161596,1,731,472,34,225,408,1767
O’Higgins,217944,2232,577,2809,214222,67235,1316,14798,0,93,74,6,13,64,204
Maule,342174,2792,507,3299,337079,106575,4381,10643,0,155,111,8,36,100,373
Ñuble,155378,1109,198,1307,153123,52316,1502,10182,0,104,65,12,27,80,226
Biobío,502386,4078,692,4770,495055,116937,3726,35895,1,192,109,10,73,119,494
Araucanía,289796,2296,582,2878,285363,54900,4142,11317,0,115,70,14,31,65,280
Los Ríos,145491,1158,234,1392,143219,43581,1610,6034,0,56,38,5,13,45,132
Los Lagos,239886,2170,378,2548,236037,37376,4163,16328,0,57,28,6,23,27,135
Aysén,35492,189,27,216,35094,13646,1958,1794,0,11,6,3,2,7,33
Magallanes,67068,665,106,771,65905,11351,2662,3288,0,20,15,0,5,14,27
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5111145,51998,11732,63730,5023727,1217948,61431,353875,4,2114,1416,153,545,1339,5055
