Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80217,736,113,849,78798,25574,1418,3438,0,0,0,0,0,0,0
Tarapacá,114746,1041,99,1140,113080,30078,934,10389,0,1,1,0,0,1,4
Antofagasta,186374,1652,189,1841,183538,34109,2461,6818,0,6,4,0,2,1,8
Atacama,120818,600,98,698,119606,53989,1958,1742,0,0,0,0,0,0,4
Coquimbo,214321,1645,240,1885,211296,65598,2447,9400,0,0,0,0,0,0,1
Valparaíso,504518,5249,1013,6262,495092,154873,3753,50210,0,3,2,0,1,2,17
Metropolitana,2005993,24821,4545,29366,1964571,422098,31546,161606,0,5,3,1,1,1,24
O’Higgins,227143,2260,433,2693,223113,73915,1684,14808,0,0,0,0,0,0,0
Maule,352404,2826,416,3242,346778,112966,4776,10641,0,0,0,0,0,0,2
Ñuble,162116,1124,160,1284,159627,57942,2073,10181,0,1,0,1,0,1,2
Biobío,519560,4089,567,4656,511539,128222,4871,35888,0,1,1,0,0,1,1
Araucanía,297798,2364,471,2835,292790,59918,4732,11314,0,1,0,0,1,0,2
Los Ríos,150110,1189,210,1399,147561,47563,1910,6033,0,0,0,0,0,0,0
Los Lagos,245552,2209,269,2478,241192,40219,4471,16327,0,0,0,0,0,0,1
Aysén,37343,195,24,219,36916,14902,2686,1794,0,0,0,0,0,0,0
Magallanes,68807,649,57,706,67474,12432,3148,3288,0,0,0,0,0,0,1
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5287862,52649,8905,61554,5193012,1334398,74868,353877,0,18,11,2,5,7,67
