Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,71938,711,144,855,70648,20501,1124,3441,0,51,37,12,2,16,255
Tarapacá,102109,1013,119,1132,100420,21400,596,10391,0,62,20,27,15,24,381
Antofagasta,164191,1576,296,1872,161430,24427,1441,6821,1,106,62,23,21,36,614
Atacama,100265,555,117,672,98818,37865,787,1745,0,123,51,41,31,96,651
Coquimbo,184718,1524,297,1821,181626,46529,1033,9392,0,180,88,72,20,84,988
Valparaíso,423494,4826,1224,6050,414790,104786,1878,50203,2,447,236,67,144,174,2053
Metropolitana,1731760,23382,6163,29545,1693579,291568,16825,161577,7,1173,703,150,320,374,6364
O’Higgins,194914,2096,573,2669,191058,54652,917,14799,0,183,127,12,44,73,912
Maule,304471,2595,504,3099,298869,88236,3246,10647,2,337,241,39,57,121,1809
Ñuble,131342,994,194,1188,128945,39562,785,10182,1,179,110,11,58,60,856
Biobío,445582,3817,685,4502,437286,89208,2279,35906,0,454,248,104,102,173,2734
Araucanía,262321,2131,576,2707,257844,45818,1904,11313,1,255,153,41,61,51,1156
Los Ríos,129632,1072,231,1303,127388,32619,998,6034,0,89,48,9,32,45,570
Los Lagos,224030,2043,374,2417,220119,31686,3543,16334,1,177,91,21,65,31,821
Aysén,31260,171,27,198,30890,11022,1277,1794,0,11,5,1,5,10,90
Magallanes,61738,640,104,744,60617,8714,1857,3289,0,34,28,3,3,21,171
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4563807,49146,11630,60776,4474368,948593,40490,353868,15,3861,2248,633,980,1389,20425
