Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,69535,696,143,839,67591,19239,1017,3441,0,169,88,76,5,93,962
Tarapacá,98125,995,118,1113,95478,19347,563,10394,1,245,149,75,21,136,1386
Antofagasta,158444,1548,294,1842,154606,22601,1293,6821,0,234,163,41,30,105,1777
Atacama,95240,540,116,656,93373,34634,677,1745,0,183,94,31,58,150,1130
Coquimbo,175795,1484,297,1781,171567,42628,889,9391,0,407,306,69,32,233,2242
Valparaíso,408130,4753,1223,5976,398689,98545,1730,50205,0,595,422,34,139,308,3067
Metropolitana,1686072,23171,6149,29320,1647075,278437,15559,161569,7,1351,849,97,405,579,8134
O’Higgins,187504,2060,572,2632,183056,51340,827,14802,1,248,210,19,19,149,1626
Maule,288726,2540,504,3044,282046,82233,2474,10643,4,570,436,39,95,279,3081
Ñuble,124409,976,194,1170,121452,36342,687,10181,0,309,201,18,90,139,1502
Biobío,425736,3743,684,4427,415918,81797,2062,35907,2,683,501,83,99,347,4502
Araucanía,250816,2082,574,2656,244815,43142,1644,11312,1,523,260,52,211,137,2845
Los Ríos,124191,1041,230,1271,121185,29942,874,6034,0,171,142,5,24,119,1414
Los Lagos,216706,2005,374,2379,212194,29859,3284,16328,0,231,147,13,71,58,1557
Aysén,29936,165,27,192,29310,10250,1073,1794,0,61,43,4,14,44,362
Magallanes,60001,632,104,736,58673,8064,1701,3290,0,85,48,3,34,42,417
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4399408,48431,11605,60036,4297069,888400,36354,353857,16,6065,4059,659,1347,2918,36004
