Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,71580,708,143,851,70180,20308,1111,3441,0,59,40,17,2,37,378
Tarapacá,101483,1009,119,1128,99540,21099,588,10392,1,111,56,47,8,44,646
Antofagasta,163185,1566,295,1861,160201,24142,1401,6820,0,155,67,53,35,62,863
Atacama,99255,552,116,668,97528,37177,766,1745,0,185,79,31,75,123,951
Coquimbo,182908,1516,297,1813,179585,45764,1008,9393,1,296,181,93,22,141,1253
Valparaíso,419709,4804,1224,6028,410965,103197,1846,50201,0,437,255,46,136,202,2170
Metropolitana,1720494,23317,6158,29475,1682078,288284,16478,161582,11,1389,863,166,360,431,6882
O’Higgins,193297,2085,573,2658,189272,54056,899,14799,0,253,145,44,64,74,1123
Maule,301092,2584,504,3088,295142,87026,3060,10642,3,452,328,53,71,154,2209
Ñuble,129808,990,194,1184,127177,38869,764,10182,0,212,163,12,37,113,1110
Biobío,441054,3790,685,4475,432370,87554,2221,35907,1,702,387,165,150,274,3202
Araucanía,260061,2118,575,2693,255228,45333,1850,11313,1,380,170,73,137,88,1553
Los Ríos,128609,1069,231,1300,126169,32093,977,6034,0,176,95,17,64,70,788
Los Lagos,222567,2034,374,2408,218587,31322,3495,16332,1,232,142,44,46,51,928
Aysén,30961,168,27,195,30537,10851,1148,1794,0,23,16,4,3,14,153
Magallanes,61428,640,104,744,60220,8577,1841,3289,0,38,24,5,9,14,263
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4527533,48950,11621,60571,4434820,935652,39453,353866,19,5100,3011,870,1219,1892,24472
