Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73651,721,144,865,72367,21409,1181,3441,0,78,40,36,2,35,178
Tarapacá,104448,1029,119,1148,102879,22652,650,10390,0,73,42,5,26,48,177
Antofagasta,169664,1603,298,1901,166897,26429,1634,6821,0,222,104,17,101,84,474
Atacama,104806,568,117,685,103510,41194,934,1743,0,201,87,43,71,168,427
Coquimbo,192733,1561,298,1859,189866,50755,1246,9389,0,290,225,41,24,188,574
Valparaíso,449150,4944,1228,6172,439966,118181,2180,50203,0,974,555,56,363,576,1959
Metropolitana,1828217,23804,6179,29983,1787823,329251,19883,161591,3,2669,1390,124,1155,1346,6493
O’Higgins,204955,2141,576,2717,201062,59447,1021,14803,0,344,210,79,55,233,728
Maule,323861,2677,506,3183,318628,96685,3942,10642,0,538,360,39,139,368,1076
Ñuble,143156,1030,195,1225,140566,45574,1015,10183,0,346,154,12,180,212,847
Biobío,475641,3927,688,4615,467978,102529,2710,35895,1,665,277,122,266,312,1569
Araucanía,276821,2185,580,2765,272501,49779,3780,11321,0,315,153,16,146,141,672
Los Ríos,136586,1107,232,1339,134278,37001,1186,6035,0,236,129,61,46,187,431
Los Lagos,230196,2083,375,2458,226457,33669,3791,16330,0,263,121,22,120,106,412
Aysén,33004,176,27,203,32562,12036,1453,1794,0,55,38,5,12,41,128
Magallanes,63843,645,105,750,62657,9678,2038,3291,0,82,48,4,30,44,167
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4810774,50201,11669,61870,4720038,1056269,48644,353872,4,7351,3933,682,2736,4089,16312
