Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56975,673,140,813,55803,12497,551,3440,0,46,21,24,1,20,271
Tarapacá,81451,974,118,1092,79956,10398,341,10395,0,55,22,25,8,23,324
Antofagasta,129212,1489,287,1776,126024,12221,780,6823,0,176,79,57,40,46,1283
Atacama,71330,481,113,594,69361,19190,332,1746,0,181,86,18,77,119,1360
Coquimbo,136685,1400,292,1692,132423,24721,492,9389,3,391,205,126,60,150,2487
Valparaíso,342594,4470,1213,5683,330241,73072,1166,50218,2,1189,595,118,476,376,6728
Metropolitana,1512070,22416,6090,28506,1459352,232036,11806,161562,9,4185,1820,414,1951,905,24445
O’Higgins,160437,1971,564,2535,155739,36932,579,14808,1,307,180,61,66,109,2163
Maule,253057,2446,499,2945,247496,67501,1133,10643,0,339,230,59,50,105,2340
Ñuble,106293,928,191,1119,104006,27237,454,10181,0,230,125,12,93,73,1013
Biobío,370225,3632,678,4310,361796,62154,1396,35900,0,534,262,122,150,115,3618
Araucanía,221756,2018,571,2589,218001,36090,1115,11312,0,198,67,18,113,29,917
Los Ríos,108861,1001,228,1229,106798,22381,583,6035,0,101,36,2,63,23,644
Los Lagos,198446,1960,372,2332,195207,25030,2797,16326,0,90,40,32,18,12,545
Aysén,25797,159,27,186,25355,7936,732,1795,0,52,40,7,5,32,200
Magallanes,53887,603,103,706,52757,6056,1288,3293,0,34,17,2,15,11,309
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3829119,46621,11488,58109,3720357,675452,25545,353866,15,8108,3825,1097,3186,2148,48647
