Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56808,673,140,813,55694,12424,544,3440,0,67,41,19,7,31,214
Tarapacá,81259,974,118,1092,79812,10336,337,10395,0,56,17,30,9,29,280
Antofagasta,128487,1488,287,1775,125508,12054,771,6823,0,232,87,102,43,63,1081
Atacama,70441,480,113,593,68752,18716,318,1745,0,313,145,51,117,198,1083
Coquimbo,135087,1398,292,1690,131345,24062,487,9386,1,582,311,187,84,280,1975
Valparaíso,338042,4460,1213,5673,326597,71569,1132,50217,0,1623,904,145,574,602,5842
Metropolitana,1495489,22388,6087,28475,1446013,228380,11551,161567,5,5114,2879,598,1637,1518,21313
O’Higgins,159075,1969,564,2533,154701,36333,571,14809,2,552,331,122,99,252,1845
Maule,251654,2444,499,2943,246119,67006,1093,10641,1,683,491,91,101,269,2337
Ñuble,105596,928,191,1119,103393,26986,450,10181,2,260,153,27,80,133,932
Biobío,368031,3629,677,4306,360246,61636,1365,35902,3,850,392,167,291,235,3000
Araucanía,221027,2017,571,2588,217474,35964,1100,11312,0,257,145,27,85,61,733
Los Ríos,108473,1001,228,1229,106543,22271,575,6035,0,173,76,20,77,60,524
Los Lagos,198029,1960,372,2332,194881,24963,2794,16326,0,142,55,52,35,32,468
Aysén,25661,158,27,185,25275,7864,728,1796,1,41,28,4,9,31,146
Magallanes,53707,603,103,706,52596,6003,1280,3293,0,82,36,3,43,28,292
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3796909,46570,11484,58054,3694991,666567,25096,353868,15,11027,6091,1645,3291,3822,42065
