Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73297,720,144,864,72125,21229,1172,3441,0,29,19,9,1,21,78
Tarapacá,103989,1028,119,1147,102511,22373,637,10391,0,25,17,1,7,21,92
Antofagasta,168470,1600,298,1898,165951,25939,1578,6824,0,89,51,12,26,42,245
Atacama,103864,568,117,685,102814,40461,892,1743,0,55,22,18,15,39,190
Coquimbo,191215,1558,298,1856,188676,49871,1179,9390,1,93,82,7,4,59,265
Valparaíso,443550,4926,1228,6154,435502,115053,2118,50207,1,387,296,14,77,263,897
Metropolitana,1810566,23709,6175,29884,1773063,321032,19410,161588,2,1283,789,57,437,734,3977
O’Higgins,203134,2133,576,2709,199681,58400,996,14801,1,114,73,10,31,59,313
Maule,320768,2661,505,3166,316195,94977,3899,10644,0,142,107,12,23,86,477
Ñuble,140855,1022,195,1217,138659,44283,971,10184,0,204,107,1,96,105,486
Biobío,471211,3913,687,4600,464142,100508,2633,35894,0,354,223,13,118,229,1055
Araucanía,274707,2179,577,2756,270625,49102,3726,11320,1,159,81,12,66,60,475
Los Ríos,135239,1101,232,1333,133098,36069,1138,6035,0,80,57,3,20,72,285
Los Lagos,229045,2079,375,2454,225552,33256,3755,16332,0,58,20,5,33,16,191
Aysén,32605,175,27,202,32219,11791,1403,1794,0,36,24,4,8,25,75
Magallanes,63372,645,105,750,62292,9460,1999,3291,0,31,19,0,12,19,69
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4765929,50017,11660,61677,4683146,1033804,47506,353879,6,3139,1987,178,974,1850,9170
