Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80277,736,113,849,78814,25619,1421,3438,0,4,4,0,0,4,11
Tarapacá,114806,1041,99,1140,113108,30126,934,10389,0,2,1,0,1,2,5
Antofagasta,186416,1654,189,1843,183512,34131,2465,6818,0,4,4,0,0,2,5
Atacama,120854,600,98,698,119596,54014,1961,1742,1,1,1,0,0,1,7
Coquimbo,214358,1646,240,1886,211233,65621,2447,9400,0,0,0,0,0,0,2
Valparaíso,504599,5256,1013,6269,494877,154915,3757,50213,0,7,5,1,1,3,14
Metropolitana,2006219,24837,4549,29386,1963831,422191,31565,161610,1,2,2,0,0,2,16
O’Higgins,227153,2261,433,2694,222991,73920,1684,14808,0,0,0,0,0,0,0
Maule,352412,2826,416,3242,346603,112973,4776,10639,0,1,1,0,0,1,2
Ñuble,162165,1124,160,1284,159577,57989,2082,10180,0,2,1,0,1,2,6
Biobío,519612,4091,568,4659,511351,128230,4874,35888,0,0,0,0,0,0,1
Araucanía,297808,2367,471,2838,292602,59922,4734,11316,0,0,0,0,0,0,0
Los Ríos,150125,1189,211,1400,147494,47563,1911,6034,0,0,0,0,0,0,0
Los Lagos,245570,2209,269,2478,241086,40223,4480,16327,0,0,0,0,0,0,1
Aysén,37346,195,24,219,36905,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68822,649,57,706,67459,12436,3152,3288,0,1,0,0,1,0,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288584,52681,8911,61592,5191080,1334777,74929,353884,2,24,19,1,4,17,72
