Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73732,723,144,867,72417,21448,1182,3441,0,77,44,25,8,39,206
Tarapacá,104565,1030,119,1149,102935,22719,653,10390,0,110,58,12,40,68,237
Antofagasta,169927,1604,299,1903,167081,26509,1637,6820,0,242,112,48,82,80,548
Atacama,104964,569,117,686,103662,41316,939,1743,0,148,64,31,53,121,428
Coquimbo,193042,1563,298,1861,190114,50918,1262,9389,0,307,205,73,29,164,626
Valparaíso,450149,4955,1230,6185,440794,118662,2196,50203,0,934,502,118,314,482,2097
Metropolitana,1831561,23813,6179,29992,1790471,330596,20004,161587,2,3151,1555,314,1282,1325,7146
O’Higgins,205271,2144,576,2720,201335,59640,1026,14805,2,302,191,53,58,193,761
Maule,324424,2683,506,3189,319075,96950,3953,10642,0,505,289,94,122,266,1168
Ñuble,143577,1031,195,1226,140914,45762,1026,10183,0,416,167,5,244,184,915
Biobío,476358,3928,688,4616,468632,102828,2716,35894,0,700,296,163,241,301,1608
Araucanía,277219,2193,580,2773,272785,49887,3788,11321,0,392,162,69,161,105,766
Los Ríos,136794,1109,232,1341,134456,37150,1191,6035,0,206,124,50,32,149,451
Los Lagos,230398,2084,375,2459,226607,33754,3802,16329,0,192,106,21,65,83,453
Aysén,33066,176,27,203,32605,12085,1469,1794,0,48,32,8,8,40,146
Magallanes,63910,646,105,751,62723,9711,2049,3291,0,61,27,1,33,28,166
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4818999,50251,11672,61923,4726647,1059935,48893,353867,4,7791,3934,1085,2772,3628,17722
