Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,78738,740,144,884,77321,24541,1323,3440,0,53,40,8,5,38,226
Tarapacá,111923,1040,119,1159,110038,28074,787,10389,0,154,106,8,40,123,437
Antofagasta,179837,1630,300,1930,176819,30603,2050,6820,0,169,108,11,50,81,592
Atacama,112863,581,120,701,111300,47526,1252,1741,0,178,95,29,54,158,602
Coquimbo,205196,1614,299,1913,201996,58603,1706,9399,0,254,178,37,39,158,708
Valparaíso,478348,5130,1232,6362,469237,135959,2824,50207,0,467,317,45,105,308,1283
Metropolitana,1917065,24329,6194,30523,1876412,370017,24119,161590,1,1491,850,90,551,708,4675
O’Higgins,216049,2218,577,2795,212159,66035,1238,14799,0,166,122,13,31,97,464
Maule,339132,2777,507,3284,333899,104763,4284,10644,0,255,170,31,54,122,676
Ñuble,153578,1095,197,1292,151261,51064,1398,10181,0,130,81,4,45,89,371
Biobío,497810,4049,691,4740,490035,114109,3427,35894,0,380,217,24,139,218,1163
Araucanía,287223,2275,581,2856,282730,53506,4046,11316,0,191,118,22,51,104,488
Los Ríos,144318,1148,233,1381,141944,42597,1531,6034,0,105,84,1,20,89,301
Los Lagos,238705,2150,376,2526,234773,36916,4087,16328,0,107,39,17,51,36,334
Aysén,35183,186,27,213,34771,13439,1948,1794,0,21,9,7,5,9,64
Magallanes,66724,663,106,769,65500,11150,2589,3288,0,41,31,0,10,24,124
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5062734,51625,11705,63330,4970236,1188902,58609,353864,1,4162,2565,347,1250,2362,12508
