Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80126,731,113,844,78755,25502,1405,3439,0,3,2,1,0,2,24
Tarapacá,114385,1035,99,1134,112769,29809,922,10389,0,11,9,0,2,9,36
Antofagasta,186108,1649,189,1838,183383,34000,2437,6818,0,10,7,0,3,8,37
Atacama,120189,591,98,689,118909,53514,1899,1741,0,45,21,7,17,40,169
Coquimbo,213700,1629,240,1869,210792,65132,2228,9399,0,21,16,0,5,17,69
Valparaíso,503191,5201,1011,6212,494147,153948,3693,50204,0,85,64,8,13,62,207
Metropolitana,2002613,24701,4538,29239,1962357,420360,31163,161598,0,276,184,23,69,173,773
O’Higgins,226781,2247,432,2679,222854,73694,1667,14808,0,23,15,1,7,14,109
Maule,351990,2811,415,3226,346649,112784,4759,10636,0,25,19,2,4,13,87
Ñuble,161766,1115,160,1275,159411,57645,2050,10179,0,23,15,0,8,17,76
Biobío,518988,4076,566,4642,511310,127883,4822,35888,0,50,29,1,20,29,163
Araucanía,297515,2354,469,2823,292792,59788,4703,11314,0,25,10,3,12,13,80
Los Ríos,150055,1185,209,1394,147657,47520,1902,6033,0,2,2,0,0,2,11
Los Lagos,245444,2205,268,2473,241309,40181,4454,16327,0,10,6,1,3,3,37
Aysén,37291,193,24,217,36885,14861,2658,1794,0,2,2,0,0,1,4
Magallanes,68714,647,57,704,67456,12371,3127,3288,0,6,1,1,4,2,17
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5278898,52370,8889,61259,5187476,1328992,73889,353855,0,617,402,48,167,405,1899
