Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,71653,709,144,853,70338,20353,1111,3441,0,24,14,9,1,17,288
Tarapacá,101642,1010,119,1129,99748,21172,588,10392,0,72,31,28,13,31,594
Antofagasta,163444,1570,296,1866,160436,24212,1411,6820,0,101,46,42,13,30,877
Atacama,99510,553,117,670,97827,37337,769,1745,0,104,33,20,51,69,905
Coquimbo,183378,1519,297,1816,180048,45943,1013,9391,0,186,115,37,34,71,1252
Valparaíso,420562,4809,1224,6033,411894,103588,1850,50200,0,302,189,15,98,158,2073
Metropolitana,1723193,23336,6160,29496,1684949,288993,16551,161581,8,1079,585,127,367,281,6630
O’Higgins,193730,2088,573,2661,189698,54192,903,14799,0,186,131,7,48,61,1122
Maule,301959,2588,504,3092,296225,87301,3108,10642,3,369,292,53,24,95,1978
Ñuble,130185,991,194,1185,127694,39031,765,10181,0,166,140,11,15,76,966
Biobío,442136,3803,685,4488,433348,87933,2234,35906,0,389,231,73,85,136,3275
Araucanía,260645,2120,575,2695,255836,45436,1872,11313,1,244,98,40,106,41,1520
Los Ríos,128848,1070,231,1301,126471,32226,982,6034,0,93,52,14,27,53,722
Los Lagos,222927,2038,374,2412,218984,31387,3511,16333,2,96,47,21,28,14,877
Aysén,31010,169,27,196,30614,10870,1148,1794,0,6,3,2,1,6,122
Magallanes,61516,640,104,744,60323,8612,1842,3289,0,28,17,2,9,13,248
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4536380,49013,11626,60639,4444474,938586,39658,353861,14,3445,2024,501,920,1152,23449
