Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72230,716,144,860,71082,20659,1137,3441,0,23,14,8,1,10,95
Tarapacá,102526,1018,119,1137,101044,21605,600,10391,0,51,21,19,11,26,160
Antofagasta,165003,1583,297,1880,162575,24679,1477,6821,0,83,40,32,11,23,251
Atacama,101041,561,117,678,99968,38402,803,1746,1,75,34,29,12,45,258
Coquimbo,186092,1533,297,1830,183504,47233,1054,9393,1,169,112,44,13,97,452
Valparaíso,427346,4856,1225,6081,419273,106810,1912,50203,0,453,265,48,140,225,1324
Metropolitana,1743829,23467,6165,29632,1707412,295544,17214,161579,4,1597,928,174,495,485,4188
O’Higgins,196488,2102,573,2675,192942,55309,935,14799,1,239,161,30,48,100,568
Maule,307758,2613,504,3117,302767,89547,3423,10643,0,416,285,42,89,154,1138
Ñuble,133040,1000,194,1194,130790,40403,804,10181,0,222,142,11,69,107,674
Biobío,450291,3842,685,4527,442856,91147,2347,35902,0,687,354,145,188,227,1790
Araucanía,264345,2145,576,2721,260403,46323,1957,11311,0,250,147,33,70,52,571
Los Ríos,130630,1078,231,1309,128620,33165,1015,6034,0,122,69,6,47,62,303
Los Lagos,225047,2053,374,2427,221664,31985,3587,16331,0,113,65,29,19,33,255
Aysén,31503,173,27,200,31151,11163,1302,1794,0,24,17,3,4,11,63
Magallanes,61968,642,105,747,60892,8819,1879,3289,0,35,19,4,12,9,112
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4599179,49382,11635,61017,4516984,962793,41446,353858,7,4559,2673,657,1229,1666,12202
