Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,55196,667,140,807,54250,11540,488,3439,0,18,11,5,2,5,98
Tarapacá,79296,967,118,1085,78096,9627,320,10393,0,25,17,5,3,5,89
Antofagasta,122096,1464,284,1748,120047,10031,613,6822,1,48,20,18,10,14,272
Atacama,65431,467,113,580,64663,15805,257,1743,0,60,32,21,7,42,212
Coquimbo,125334,1370,288,1658,123254,19434,435,9383,0,130,75,33,22,50,437
Valparaíso,302969,4342,1199,5541,296524,58329,933,50200,1,367,223,31,113,150,1295
Metropolitana,1345810,22076,6053,28129,1314223,190464,9211,161563,6,1164,689,167,308,310,4993
O’Higgins,148773,1934,561,2495,145924,31558,488,14803,0,159,86,49,24,53,516
Maule,237535,2372,498,2870,233903,60728,728,10644,3,223,159,24,40,99,760
Ñuble,99363,896,189,1085,97894,23843,378,10179,0,107,73,13,21,46,347
Biobío,350624,3566,673,4239,345120,56464,1219,35964,3,286,161,53,72,84,1129
Araucanía,214611,1977,570,2547,211599,34501,992,11319,0,149,102,12,35,29,486
Los Ríos,105562,979,227,1206,104082,20910,522,6034,0,56,25,14,17,18,232
Los Lagos,193912,1929,366,2295,191200,24093,1913,16331,0,79,41,23,15,15,276
Aysén,24799,153,26,179,24504,7360,674,1794,0,21,11,10,0,11,91
Magallanes,51068,598,103,701,50132,5079,1014,3294,0,45,35,1,9,21,169
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3522422,45757,11410,57167,3455457,579766,20185,353905,14,2937,1760,479,698,952,11402
