Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79998,731,113,844,78653,25409,1394,3439,0,8,8,0,0,8,26
Tarapacá,114058,1031,99,1130,112444,29561,905,10389,0,24,16,0,8,17,57
Antofagasta,185609,1645,189,1834,182831,33741,2401,6818,0,61,41,1,19,34,132
Atacama,119059,584,98,682,117735,52583,1782,1741,0,125,80,17,28,109,240
Coquimbo,213020,1624,239,1863,210114,64602,2179,9406,0,67,53,5,9,52,140
Valparaíso,500841,5158,1011,6169,491541,152294,3601,50214,0,318,199,16,103,228,661
Metropolitana,1993832,24605,4532,29137,1952883,415206,30232,161615,3,940,589,54,297,562,2076
O’Higgins,225618,2229,431,2660,221597,72888,1626,14807,1,126,98,13,15,103,290
Maule,350860,2795,414,3209,345405,112144,4714,10638,0,137,104,6,27,102,324
Ñuble,160936,1111,160,1271,158487,56975,1984,10180,0,98,69,1,28,83,215
Biobío,517118,4058,565,4623,509199,126843,4681,35894,0,240,134,18,88,146,563
Araucanía,296654,2331,469,2800,291911,59309,4626,11318,0,104,71,9,24,85,231
Los Ríos,149834,1179,209,1388,147428,47344,1876,6034,0,41,29,3,9,33,77
Los Lagos,245085,2194,268,2462,240959,40011,4435,16327,0,73,34,4,35,34,131
Aysén,37075,192,24,216,36624,14733,2514,1794,0,20,13,3,4,16,51
Magallanes,68480,644,57,701,67214,12235,3064,3289,1,26,17,4,5,16,59
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5258119,52111,8879,60990,5165066,1315878,72014,353903,5,2408,1555,154,699,1628,5273
