Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,77431,734,144,878,75864,23712,1299,3440,0,111,62,41,8,78,389
Tarapacá,109907,1036,119,1155,107872,26527,758,10390,0,169,95,9,65,95,596
Antofagasta,177444,1621,299,1920,174493,29558,1928,6822,0,120,71,5,44,62,543
Atacama,110920,579,118,697,109528,45917,1179,1740,0,81,46,8,27,76,438
Coquimbo,202413,1604,299,1903,199512,56740,1595,9397,0,130,91,20,19,85,439
Valparaíso,473029,5096,1232,6328,464455,132223,2666,50207,1,188,152,8,28,140,824
Metropolitana,1898853,24230,6190,30420,1859478,360956,23017,161604,1,978,531,49,398,469,3644
O’Higgins,214164,2204,577,2781,210379,64878,1194,14801,0,93,76,3,14,61,394
Maule,336474,2761,507,3268,331434,103227,4212,10646,0,150,82,15,53,80,517
Ñuble,152043,1080,197,1277,149880,50110,1324,10180,0,44,26,0,18,26,239
Biobío,493149,4023,690,4713,485615,111344,3148,35894,1,294,188,9,97,190,996
Araucanía,285421,2259,580,2839,281103,52575,3986,11318,0,95,29,13,53,34,365
Los Ríos,143023,1139,232,1371,140767,41554,1456,6034,0,49,34,0,15,38,220
Los Lagos,237391,2133,376,2509,233491,36397,4037,16329,0,59,21,4,34,26,327
Aysén,34846,184,27,211,34455,13225,1849,1794,0,12,11,0,1,9,48
Magallanes,66196,661,106,767,64994,10840,2453,3288,0,20,15,1,4,11,110
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5012746,51344,11695,63039,4923361,1159783,56101,353884,3,2593,1530,185,878,1480,10089
