Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80218,736,113,849,78798,25574,1418,3438,0,1,1,0,0,0,1
Tarapacá,114749,1041,99,1140,113080,30081,934,10389,0,3,3,0,0,3,7
Antofagasta,186374,1652,189,1841,183540,34109,2461,6818,0,0,0,0,0,0,6
Atacama,120819,600,98,698,119608,53990,1958,1742,0,1,1,0,0,1,3
Coquimbo,214321,1645,240,1885,211297,65598,2447,9400,0,0,0,0,0,0,0
Valparaíso,504518,5249,1013,6262,495101,154873,3753,50211,1,0,0,0,0,0,8
Metropolitana,2005998,24822,4545,29367,1964581,422100,31547,161606,0,4,2,1,1,2,19
O’Higgins,227142,2260,433,2693,223112,73915,1684,14808,0,0,0,0,0,0,0
Maule,352404,2826,416,3242,346778,112966,4776,10641,0,0,0,0,0,0,2
Ñuble,162116,1124,160,1284,159626,57942,2073,10181,0,0,0,0,0,0,3
Biobío,519560,4089,567,4656,511540,128222,4871,35888,0,0,0,0,0,0,0
Araucanía,297800,2364,471,2835,292791,59918,4732,11314,0,2,0,0,2,0,3
Los Ríos,150110,1189,210,1399,147561,47563,1910,6033,0,0,0,0,0,0,0
Los Lagos,245553,2209,269,2478,241193,40219,4471,16327,0,1,1,0,0,0,1
Aysén,37343,195,24,219,36916,14902,2686,1794,0,0,0,0,0,0,0
Magallanes,68808,649,57,706,67475,12432,3148,3288,0,1,0,0,1,0,1
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5287875,52650,8905,61555,5193038,1334404,74869,353878,1,13,8,1,4,6,54
