Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,71625,708,143,851,70259,20336,1111,3441,0,45,2,1,42,28,342
Tarapacá,101570,1009,119,1128,99648,21141,588,10392,1,86,12,2,72,42,623
Antofagasta,163339,1568,296,1864,160330,24182,1403,6820,0,133,29,6,98,40,881
Atacama,99394,553,116,669,97694,37261,766,1745,0,139,9,1,129,84,923
Coquimbo,183175,1517,297,1814,179817,45871,1008,9393,1,264,53,17,194,107,1284
Valparaíso,420254,4806,1224,6030,411424,103429,1846,50201,0,494,71,5,418,232,2245
Metropolitana,1721869,23330,6159,29489,1683525,288706,16488,161581,6,1172,252,41,879,422,6763
O’Higgins,193548,2086,573,2659,189473,54131,900,14799,0,242,79,5,158,76,1171
Maule,301554,2588,504,3092,295687,87203,3060,10642,3,456,82,14,360,177,2114
Ñuble,130019,991,194,1185,127449,38956,764,10182,0,201,32,2,167,87,1047
Biobío,441748,3797,685,4482,432907,87794,2223,35907,0,646,127,8,511,241,3341
Araucanía,260371,2120,575,2695,255518,45389,1852,11313,1,309,44,20,245,57,1569
Los Ríos,128749,1070,231,1301,126337,32173,977,6034,0,140,12,1,127,80,759
Los Lagos,222815,2036,374,2410,218806,31371,3498,16332,1,234,48,17,169,49,950
Aysén,31003,168,27,195,30571,10863,1148,1794,0,19,1,0,18,12,161
Magallanes,61487,640,104,744,60280,8598,1841,3289,0,59,11,0,48,21,262
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4532562,48987,11623,60610,4439766,937404,39473,353865,13,4639,864,140,3635,1755,24435
