Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,73992,724,144,868,72720,21588,1189,3441,0,32,15,14,3,22,154
Tarapacá,104853,1030,119,1149,103297,22901,660,10390,0,48,28,2,18,29,161
Antofagasta,170619,1606,298,1904,167964,26784,1663,6821,1,100,67,13,20,60,351
Atacama,105600,569,117,686,104388,41808,969,1742,0,79,40,19,20,75,328
Coquimbo,194115,1568,298,1866,191280,51539,1300,9390,0,139,115,20,4,99,519
Valparaíso,453588,4972,1230,6202,444815,120492,2243,50203,1,372,328,9,35,300,1452
Metropolitana,1841728,23873,6179,30052,1803023,334861,20370,161590,2,1062,637,33,392,659,4561
O’Higgins,206499,2150,576,2726,202734,60285,1035,14803,0,158,108,30,20,88,569
Maule,326440,2693,507,3200,321349,97875,3978,10643,0,199,142,10,47,125,873
Ñuble,144947,1034,195,1229,142553,46391,1057,10183,0,180,121,5,54,113,632
Biobío,478556,3934,688,4622,471324,103788,2734,35894,0,267,165,16,86,137,1078
Araucanía,278549,2198,580,2778,274268,50215,3813,11319,0,129,56,6,67,51,584
Los Ríos,137559,1109,232,1341,135281,37644,1226,6035,0,101,67,9,25,67,377
Los Lagos,231167,2088,375,2463,227466,34006,3830,16329,0,73,36,10,27,32,341
Aysén,33365,178,27,205,32931,12270,1546,1794,0,19,8,3,8,17,115
Magallanes,64129,647,105,752,62994,9812,2075,3290,0,19,10,0,9,8,101
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4845748,50373,11672,62045,4758428,1072259,49688,353867,4,2977,1943,199,835,1882,12196
