Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80209,734,113,847,78802,25568,1416,3438,0,2,2,0,0,2,4
Tarapacá,114720,1041,99,1140,113070,30059,933,10389,0,2,1,0,1,1,6
Antofagasta,186347,1652,189,1841,183553,34102,2459,6818,0,1,1,0,0,0,5
Atacama,120792,599,98,697,119597,53966,1954,1741,0,5,0,3,2,5,13
Coquimbo,214311,1644,240,1884,211328,65590,2444,9401,0,1,1,0,0,1,2
Valparaíso,504448,5241,1012,6253,495163,154834,3749,50210,0,10,4,1,5,9,17
Metropolitana,2005828,24809,4543,29352,1964830,422029,31523,161609,0,17,9,0,8,7,37
O’Higgins,227135,2257,433,2690,223155,73912,1683,14809,0,2,1,0,1,1,3
Maule,352387,2825,416,3241,346875,112953,4775,10639,0,2,2,0,0,2,2
Ñuble,162091,1123,160,1283,159644,57918,2071,10180,0,5,0,5,0,3,5
Biobío,519553,4089,566,4655,511641,128219,4870,35889,1,3,1,0,2,1,8
Araucanía,297790,2362,470,2832,292867,59915,4732,11314,0,0,0,0,0,0,1
Los Ríos,150110,1189,210,1399,147596,47563,1910,6033,0,0,0,0,0,0,1
Los Lagos,245542,2209,269,2478,241256,40216,4465,16327,0,0,0,0,0,0,1
Aysén,37342,195,24,219,36920,14902,2686,1794,0,0,0,0,0,0,0
Magallanes,68797,649,57,706,67487,12428,3143,3288,0,0,0,0,0,0,0
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5287444,52618,8900,61518,5193825,1334174,74813,353879,1,50,22,9,19,32,105
