Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79519,751,147,898,78206,25081,1365,3439,0,22,13,4,5,11,51
Tarapacá,113226,1053,119,1172,111647,28953,843,10389,0,23,20,3,0,21,62
Antofagasta,182624,1656,301,1957,179913,32027,2194,6818,0,79,52,2,25,42,142
Atacama,116169,596,121,717,115023,50203,1491,1741,0,49,25,17,7,42,114
Coquimbo,209885,1640,302,1942,207091,61983,1961,9403,0,74,68,3,3,64,142
Valparaíso,488802,5213,1234,6447,479992,143310,3140,50211,0,246,190,10,46,204,488
Metropolitana,1951341,24608,6208,30816,1911809,389536,26763,161604,0,839,604,38,197,590,1795
O’Higgins,219931,2243,577,2820,216079,68675,1405,14800,0,126,98,8,20,100,238
Maule,344660,2829,509,3338,339559,108100,4488,10643,0,111,82,5,24,76,199
Ñuble,157082,1120,201,1321,154817,53757,1661,10181,0,67,52,1,14,55,158
Biobío,507130,4113,695,4808,499573,120336,4034,35895,0,227,167,11,49,177,500
Araucanía,292017,2326,583,2909,287516,56202,4275,11318,0,84,48,12,24,53,214
Los Ríos,146953,1168,235,1403,144573,44845,1708,6034,0,75,62,3,10,70,164
Los Lagos,241381,2187,379,2566,237362,38041,4255,16328,0,102,61,5,36,56,201
Aysén,36005,193,27,220,35593,13976,2191,1794,0,24,12,8,4,16,35
Magallanes,67339,667,106,773,66143,11508,2718,3289,0,15,11,0,4,12,34
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5154106,52363,11746,64109,5064937,1246533,64492,353887,0,2163,1565,130,468,1589,4537
