Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80256,736,113,849,78813,25602,1421,3438,0,1,1,0,0,1,6
Tarapacá,114792,1041,99,1140,113106,30114,934,10389,0,0,0,0,0,0,3
Antofagasta,186400,1652,189,1841,183519,34122,2464,6818,0,0,0,0,0,0,4
Atacama,120836,600,98,698,119597,54003,1959,1741,0,0,0,0,0,0,1
Coquimbo,214350,1646,240,1886,211254,65616,2447,9400,0,0,0,0,0,0,2
Valparaíso,504580,5255,1013,6268,494953,154903,3754,50212,0,2,0,0,2,0,5
Metropolitana,2006147,24835,4549,29384,1964050,422162,31559,161610,2,2,1,0,1,0,14
O’Higgins,227153,2261,433,2694,223026,73920,1684,14808,0,0,0,0,0,0,1
Maule,352410,2826,416,3242,346652,112971,4776,10639,0,0,0,0,0,0,0
Ñuble,162149,1124,160,1284,159591,57975,2080,10180,0,0,0,0,0,0,4
Biobío,519599,4091,567,4658,511401,128228,4872,35888,0,0,0,0,0,0,2
Araucanía,297807,2366,471,2837,292650,59921,4734,11315,0,0,0,0,0,0,0
Los Ríos,150122,1189,211,1400,147510,47563,1911,6034,0,0,0,0,0,0,1
Los Lagos,245568,2209,269,2478,241120,40221,4480,16327,0,0,0,0,0,0,0
Aysén,37346,195,24,219,36914,14904,2686,1794,0,0,0,0,0,0,0
Magallanes,68822,649,57,706,67465,12437,3152,3288,0,0,0,0,0,0,2
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5288379,52675,8910,61585,5191662,1334662,74913,353881,2,5,2,0,3,1,45
