Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,75938,729,144,873,74542,22768,1258,3440,0,66,37,27,2,44,240
Tarapacá,107454,1035,119,1154,105709,24740,719,10390,0,101,49,6,46,57,316
Antofagasta,174994,1618,299,1917,172290,28534,1825,6821,0,100,71,13,16,74,334
Atacama,109161,575,117,692,107980,44513,1089,1740,0,65,31,10,24,45,251
Coquimbo,199941,1591,298,1889,197191,55107,1470,9397,0,107,85,16,6,81,339
Valparaíso,468281,5058,1232,6290,460006,129134,2522,50203,0,199,159,4,36,159,669
Metropolitana,1881616,24132,6188,30320,1844425,352680,22064,161598,3,615,406,26,183,400,1974
O’Higgins,212051,2189,576,2765,208382,63558,1140,14803,0,118,73,13,32,67,344
Maule,333928,2744,507,3251,329108,101762,4124,10644,0,110,73,4,33,67,388
Ñuble,150527,1067,197,1264,148430,49258,1239,10182,0,64,43,0,21,40,213
Biobío,488738,3992,689,4681,481663,108822,2951,35892,0,183,128,2,53,119,668
Araucanía,283465,2243,580,2823,279329,51832,3922,11318,0,84,32,5,47,31,256
Los Ríos,141522,1130,232,1362,139308,40404,1391,6034,0,71,62,3,6,55,223
Los Lagos,235626,2117,376,2493,231881,35704,3971,16330,1,61,32,4,25,35,239
Aysén,34431,183,27,210,34052,12970,1742,1794,0,12,7,3,2,9,43
Magallanes,65489,657,106,763,64325,10463,2278,3288,0,29,15,1,13,15,93
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4963204,51060,11689,62749,4878662,1132249,53705,353874,4,1985,1303,137,545,1298,6590
