Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,77321,734,144,878,75746,23633,1296,3440,0,125,66,49,10,80,397
Tarapacá,109737,1036,119,1155,107619,26432,753,10390,0,231,165,27,39,179,679
Antofagasta,177316,1621,299,1920,174275,29496,1922,6822,0,208,98,32,78,80,633
Atacama,110811,579,118,697,109352,45836,1173,1740,0,121,49,19,53,110,505
Coquimbo,202283,1604,299,1903,199297,56655,1593,9397,0,156,111,21,24,98,524
Valparaíso,472837,5096,1232,6328,464055,132085,2661,50207,2,364,227,26,111,226,1032
Metropolitana,1897837,24230,6190,30420,1857958,360479,22974,161602,1,1370,744,77,549,647,4148
O’Higgins,214069,2204,577,2781,210215,64817,1193,14801,0,142,103,7,32,94,463
Maule,336322,2761,507,3268,331246,103147,4212,10646,0,165,101,33,31,97,553
Ñuble,151999,1080,197,1277,149750,50084,1321,10180,0,126,77,2,47,72,325
Biobío,492849,4023,690,4713,485226,111156,3128,35894,1,342,201,33,108,195,1085
Araucanía,285325,2259,580,2839,280958,52541,3984,11318,0,135,52,17,66,54,414
Los Ríos,142971,1139,232,1371,140611,41516,1453,6034,0,91,62,12,17,71,324
Los Lagos,237332,2133,376,2509,233347,36371,4037,16329,0,115,41,19,55,41,412
Aysén,34834,184,27,211,34432,13216,1849,1794,0,20,12,2,6,16,59
Magallanes,66176,661,106,767,64937,10829,2450,3288,0,38,24,2,12,21,147
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5010061,51344,11695,63039,4919065,1158293,55999,353882,4,3749,2133,378,1238,2081,11700
