Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72207,714,144,858,71071,20649,1135,3441,0,26,22,4,0,17,91
Tarapacá,102475,1016,119,1135,101018,21579,600,10391,0,65,35,20,10,31,136
Antofagasta,164918,1582,297,1879,162522,24656,1469,6821,0,104,40,36,28,31,225
Atacama,100959,559,117,676,99933,38357,802,1746,1,89,37,40,12,77,216
Coquimbo,185923,1531,297,1828,183428,47136,1053,9392,1,160,109,39,12,102,361
Valparaíso,426885,4847,1225,6072,419029,106586,1906,50204,0,447,278,27,142,262,1124
Metropolitana,1742188,23460,6165,29625,1706657,295061,17164,161578,4,1369,825,94,450,551,3332
O’Higgins,196248,2102,573,2675,192828,55209,934,14798,0,197,144,26,27,108,444
Maule,307324,2610,504,3114,302584,89390,3384,10643,0,420,293,37,90,224,898
Ñuble,132817,1000,194,1194,130692,40296,802,10181,0,205,143,6,56,118,558
Biobío,449604,3835,685,4520,442556,90921,2342,35903,0,538,323,70,145,251,1421
Araucanía,264088,2141,576,2717,260291,46271,1948,11312,0,176,87,5,84,60,440
Los Ríos,130499,1078,231,1309,128559,33102,1013,6034,0,105,67,8,30,77,238
Los Lagos,224936,2049,374,2423,221619,31952,3581,16332,0,88,61,9,18,44,194
Aysén,31479,173,27,200,31138,11153,1303,1794,0,22,14,2,6,19,54
Magallanes,61927,642,105,747,60881,8809,1872,3289,0,39,26,1,12,24,84
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4594519,49339,11635,60974,4514847,961127,41308,353859,6,4050,2504,424,1122,1996,9816
