Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,63294,680,142,822,61381,15862,773,3441,0,233,105,112,16,114,967
Tarapacá,88871,979,118,1097,86342,14326,462,10394,0,328,141,129,58,182,1309
Antofagasta,145250,1516,288,1804,140784,17591,1071,6822,1,665,274,198,193,224,2469
Atacama,86461,509,116,625,84005,29023,540,1746,0,405,161,85,159,266,1779
Coquimbo,160271,1449,295,1744,156304,35399,701,9390,0,618,342,214,62,266,2067
Valparaíso,386145,4661,1221,5882,377176,89200,1507,50206,1,730,451,70,209,308,2882
Metropolitana,1629644,22911,6134,29045,1592128,262438,14208,161551,2,2023,1015,274,734,519,7682
O’Higgins,177133,2026,571,2597,173006,45652,722,14802,1,335,222,69,44,198,1422
Maule,270586,2500,501,3001,265357,74618,1694,10641,0,540,399,71,70,221,1781
Ñuble,115818,943,192,1135,113639,31925,568,10185,0,184,130,13,41,122,806
Biobío,401619,3699,684,4383,393617,72690,1766,35901,2,722,374,163,185,274,2885
Araucanía,235780,2043,573,2616,231413,39370,1364,11313,0,381,217,38,126,106,1354
Los Ríos,115990,1016,228,1244,113729,25473,719,6035,0,206,119,21,66,101,755
Los Lagos,207019,1985,373,2358,203271,27199,3009,16326,1,275,178,61,36,93,890
Aysén,27986,161,27,188,27493,9114,930,1795,0,69,41,13,15,31,239
Magallanes,57644,616,104,720,56294,7259,1502,3292,0,119,73,6,40,45,481
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4169554,47694,11569,59263,4075981,797139,31536,353840,8,7833,4242,1537,2054,3070,29768
