Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,56278,672,140,812,55198,12204,527,3440,0,19,12,7,0,11,187
Tarapacá,80596,972,118,1090,79207,10081,333,10395,0,28,13,7,8,11,231
Antofagasta,126034,1483,286,1769,123432,11296,727,6825,1,95,34,55,6,23,725
Atacama,68001,478,113,591,66854,17308,295,1745,0,60,36,17,7,44,553
Coquimbo,131079,1391,291,1682,128281,22122,466,9383,0,157,82,56,19,52,1059
Valparaíso,324482,4430,1209,5639,314630,66600,1053,50219,4,635,321,68,246,202,4351
Metropolitana,1443430,22324,6075,28399,1396062,214802,10692,161569,5,3065,1472,275,1318,698,19536
O’Higgins,155124,1966,563,2529,151284,34362,532,14806,2,170,103,25,42,67,1342
Maule,246663,2435,499,2934,241838,64822,958,10643,1,240,186,44,10,73,1693
Ñuble,103386,927,191,1118,101504,25883,431,10179,0,96,61,5,30,47,639
Biobío,361801,3619,676,4295,354869,59773,1313,35904,3,291,172,39,80,67,2225
Araucanía,219308,2012,570,2582,216059,35518,1082,11315,1,80,33,5,42,12,493
Los Ríos,107343,1000,228,1228,105665,21724,551,6037,0,47,20,0,27,17,304
Los Lagos,196735,1955,371,2326,193830,24703,2784,16329,0,45,10,20,15,3,270
Aysén,25369,158,27,185,25094,7704,714,1796,0,8,7,0,1,6,41
Magallanes,52995,603,103,706,51950,5735,1239,3293,0,35,15,3,17,13,237
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,3698667,46425,11462,57887,3605799,634637,23697,353878,17,5071,2577,626,1868,1346,33886
