Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79651,753,147,900,78334,25169,1369,3439,0,13,8,3,2,6,39
Tarapacá,113399,1053,119,1172,111817,29076,855,10389,0,20,14,1,5,14,55
Antofagasta,183231,1659,301,1960,180407,32380,2235,6818,0,91,67,4,20,49,229
Atacama,116578,596,121,717,115360,50550,1534,1741,0,69,33,20,16,60,168
Coquimbo,210618,1646,302,1948,207688,62597,2026,9402,0,96,87,3,6,85,244
Valparaíso,491022,5224,1234,6458,481818,144970,3229,50210,0,308,230,10,68,227,800
Metropolitana,1960030,24637,6211,30848,1918974,394841,27490,161607,1,1102,757,74,271,690,3037
O’Higgins,220973,2244,577,2821,216940,69489,1454,14800,0,163,125,11,27,125,384
Maule,345831,2839,509,3348,340447,108900,4538,10642,0,182,134,13,35,132,426
Ñuble,157739,1124,201,1325,155380,54340,1726,10181,0,89,74,2,13,82,222
Biobío,509223,4122,696,4818,501382,121755,4171,35895,0,244,163,11,70,168,697
Araucanía,292888,2335,583,2918,288217,56762,4355,11318,0,116,73,9,34,76,311
Los Ríos,147670,1173,235,1408,145168,45471,1737,6034,0,108,84,6,18,94,259
Los Lagos,242324,2191,380,2571,238077,38544,4295,16328,0,173,106,27,40,105,386
Aysén,36215,194,28,222,35780,14139,2263,1794,0,18,12,4,2,14,53
Magallanes,67517,668,106,774,66279,11620,2772,3289,0,15,5,0,10,3,64
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5174951,52458,11752,64210,5082109,1260603,66049,353887,1,2807,1972,198,637,1930,7374
