Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,72917,720,144,864,71753,21034,1164,3441,0,40,28,9,3,17,82
Tarapacá,103444,1027,119,1146,101933,22088,620,10391,0,56,23,9,24,35,136
Antofagasta,167110,1596,298,1894,164534,25434,1536,6823,0,137,58,27,52,34,329
Atacama,102746,565,117,682,101634,39615,858,1744,0,101,51,34,16,71,263
Coquimbo,189192,1551,298,1849,186625,48762,1095,9390,0,165,124,35,6,79,331
Valparaíso,436713,4905,1226,6131,428543,111469,2028,50206,2,529,276,102,151,231,1118
Metropolitana,1782329,23637,6171,29808,1743807,309315,18520,161585,3,2477,1405,176,896,943,5310
O’Higgins,200824,2126,575,2701,197210,57282,982,14801,0,220,146,23,51,122,511
Maule,316171,2650,504,3154,311043,92960,3778,10642,0,544,300,127,117,216,1101
Ñuble,137680,1013,194,1207,135442,42724,890,10182,0,289,154,20,115,125,566
Biobío,462897,3896,686,4582,455158,96684,2538,35896,1,926,464,237,225,367,1813
Araucanía,269433,2170,577,2747,265288,47756,2130,11317,0,296,188,32,76,107,603
Los Ríos,133120,1096,232,1328,130919,34702,1084,6035,0,180,100,33,47,113,383
Los Lagos,227443,2076,374,2450,223854,32811,3714,16330,0,145,79,21,45,49,326
Aysén,32035,174,27,201,31651,11485,1378,1794,0,41,24,5,12,26,77
Magallanes,62792,644,105,749,61669,9210,1947,3291,0,55,28,6,21,25,124
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4696888,49846,11649,61495,4611104,1003331,44262,353868,6,6201,3448,896,1857,2560,13073
