Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,62616,678,142,820,60791,15542,748,3441,0,99,63,30,6,67,883
Tarapacá,87819,978,118,1096,85483,13751,441,10394,0,162,114,31,17,108,1123
Antofagasta,143329,1512,287,1799,139113,16939,1033,6824,1,247,181,45,21,123,2230
Atacama,85117,501,116,617,82678,28155,525,1744,0,257,123,30,104,209,1773
Coquimbo,158499,1444,294,1738,154871,34589,686,9390,0,279,196,61,22,136,1746
Valparaíso,383668,4641,1221,5862,375121,88184,1480,50207,0,318,241,10,67,176,2511
Metropolitana,1623259,22869,6131,29000,1586234,260729,14012,161553,4,916,492,93,331,308,7326
O’Higgins,176021,2020,569,2589,171910,44976,715,14801,0,199,158,13,28,102,1423
Maule,269121,2496,500,2996,264180,73935,1649,10647,0,200,177,21,2,98,1513
Ñuble,115145,940,192,1132,113006,31564,559,10184,2,93,72,7,14,52,773
Biobío,399450,3693,683,4376,391563,71868,1730,35900,0,316,229,31,56,143,2796
Araucanía,234701,2041,572,2613,230336,39062,1337,11313,0,206,106,13,87,45,1366
Los Ríos,115381,1013,228,1241,113196,25167,711,6035,0,87,55,5,27,43,686
Los Lagos,206237,1981,373,2354,202613,26936,2975,16326,0,114,60,19,35,30,779
Aysén,27776,160,27,187,27333,9011,909,1795,0,24,12,1,11,17,191
Magallanes,57270,614,104,718,55913,7123,1466,3292,0,59,29,1,29,19,494
Se desconoce región de origen,43,0,2,2,42,0,0,0,0,0,0,0,0,0,0
Total,4145452,47581,11559,59140,4054383,787531,30976,353846,7,3576,2308,411,857,1676,27613
