Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,79972,756,147,903,78622,25388,1392,3439,0,9,8,1,0,6,32
Tarapacá,114000,1055,119,1174,112374,29515,900,10389,0,31,22,1,8,26,71
Antofagasta,185489,1662,301,1963,182631,33662,2392,6818,0,51,34,6,11,35,215
Atacama,118837,601,121,722,117376,52407,1765,1741,0,75,38,16,21,60,379
Coquimbo,212856,1653,302,1955,209891,64466,2169,9405,1,60,43,3,14,42,201
Valparaíso,500139,5248,1236,6484,490599,151793,3574,50214,2,288,197,29,62,198,916
Metropolitana,1991605,24742,6214,30956,1949809,413831,30043,161613,3,929,611,37,281,525,3024
O’Higgins,225322,2252,577,2829,221109,72658,1612,14806,0,135,82,25,28,85,488
Maule,350531,2862,511,3373,344922,111949,4693,10638,0,164,106,12,46,92,493
Ñuble,160689,1136,202,1338,158176,56778,1973,10180,0,100,78,1,21,82,292
Biobío,516480,4142,697,4839,508345,126450,4629,35894,0,239,148,5,86,144,790
Araucanía,296429,2358,583,2941,291541,59142,4605,11318,0,138,73,11,54,79,384
Los Ríos,149740,1188,236,1424,147278,47264,1869,6034,0,37,21,6,10,27,134
Los Lagos,244951,2216,380,2596,240761,39946,4428,16327,0,52,24,12,16,22,206
Aysén,37030,196,28,224,36550,14701,2509,1794,0,25,16,8,1,20,81
Magallanes,68411,668,106,774,67084,12189,3041,3288,0,29,22,2,5,17,122
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,5252523,52735,11762,64497,5157109,1312139,71594,353898,6,2362,1523,175,664,1460,7828
