Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,80347,736,113,849,78852,25676,1428,3438,0,3,3,0,0,3,11
Tarapacá,114934,1041,99,1140,113190,30228,938,10389,0,7,5,1,1,6,19
Antofagasta,186495,1654,189,1843,183515,34166,2468,6818,0,6,3,0,3,0,12
Atacama,120884,600,98,698,119583,54040,1968,1742,0,0,0,0,0,0,6
Coquimbo,214449,1649,240,1889,211223,65687,2457,9400,0,4,3,0,1,2,8
Valparaíso,504764,5259,1014,6273,494779,155043,3772,50215,0,13,9,1,3,11,26
Metropolitana,2006596,24849,4550,29399,1963232,422323,31610,161615,0,21,9,1,11,8,61
O’Higgins,227167,2261,433,2694,222885,73924,1684,14808,0,1,0,0,1,0,1
Maule,352442,2827,416,3243,346464,112985,4778,10638,0,5,1,0,4,3,12
Ñuble,162182,1125,160,1285,159526,58008,2088,10180,0,0,0,0,0,0,2
Biobío,519649,4093,568,4661,511145,128239,4877,35888,0,1,1,0,0,1,9
Araucanía,297832,2369,471,2840,292457,59931,4741,11316,0,0,0,0,0,0,2
Los Ríos,150132,1191,211,1402,147424,47567,1914,6033,0,0,0,0,0,0,1
Los Lagos,245607,2210,269,2479,240995,40238,4498,16327,0,2,1,1,0,1,3
Aysén,37349,195,24,219,36894,14907,2686,1794,0,0,0,0,0,0,0
Magallanes,68889,650,57,707,67462,12457,3166,3288,0,7,5,0,2,3,21
Se desconoce región de origen,42,0,1,1,41,0,0,0,0,0,0,0,0,0,0
Total,5289760,52709,8913,61622,5189667,1335419,75073,353889,0,70,40,4,26,38,194
