Region,Casos totales acumulados,Fallecidos confirmados totales,Fallecidos sospechosos probables u otros totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados por antigeno,Casos con sospecha de reinfeccion,Casos probables acumulados,Casos activos probables,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos sin sintomas*,Casos nuevos reportados por laboratorio,Casos nuevos confirmados por antigeno,Casos activos confirmados
Arica y Parinacota,71886,711,144,855,70616,20485,1121,3441,0,30,23,6,1,18,235
Tarapacá,102046,1012,119,1131,100346,21376,596,10391,0,80,45,29,6,32,393
Antofagasta,164080,1572,296,1868,161332,24391,1439,6821,1,113,45,46,22,33,607
Atacama,100140,553,117,670,98732,37769,785,1745,0,101,41,42,18,71,619
Coquimbo,184536,1524,297,1821,181442,46445,1031,9392,0,237,136,79,22,89,996
Valparaíso,423034,4824,1224,6048,414353,104612,1875,50202,1,428,275,49,104,185,2042
Metropolitana,1730530,23377,6162,29539,1692348,291196,16778,161577,8,1343,768,146,429,382,6391
O’Higgins,194717,2094,573,2667,190894,54579,917,14799,0,195,115,38,42,61,886
Maule,304106,2593,504,3097,298465,88109,3214,10646,1,415,316,28,71,157,1858
Ñuble,131162,994,194,1188,128786,39502,783,10182,1,174,129,11,34,80,837
Biobío,445125,3815,685,4500,436853,89036,2275,35905,1,606,297,161,148,171,2718
Araucanía,262062,2129,576,2705,257569,45767,1896,11313,1,289,162,54,73,57,1175
Los Ríos,129541,1072,231,1303,127261,32574,993,6034,0,137,67,8,62,66,606
Los Lagos,223851,2041,374,2415,219982,31654,3540,16334,1,160,109,29,22,40,783
Aysén,31242,169,27,196,30874,11008,1270,1794,0,14,8,1,5,13,90
Magallanes,61701,640,104,744,60584,8693,1855,3289,0,41,18,2,21,15,167
Se desconoce región de origen,42,0,2,2,41,0,0,0,0,0,0,0,0,0,0
Total,4559801,49120,11629,60749,4470478,947196,40368,353865,15,4363,2554,729,1080,1470,20403
